GEOID,checkpoint_year,poverty,income,child_population,income_definition
4839780,2023,28.4,56250.0,806.0,"median family income, families with own children under 18 (B19125_002E)"
4839870,2023,2.1,126603.0,1603.0,"median family income, families with own children under 18 (B19125_002E)"
4839900,2023,14.5,69046.0,504.0,"median family income, families with own children under 18 (B19125_002E)"
4839930,2023,20.1,75803.0,17472.0,"median family income, families with own children under 18 (B19125_002E)"
4839960,2023,42.6,,863.0,"median family income, families with own children under 18 (B19125_002E)"
4839990,2023,23.4,69712.0,15111.0,"median family income, families with own children under 18 (B19125_002E)"
4840020,2023,9.7,106908.0,2720.0,"median family income, families with own children under 18 (B19125_002E)"
4840080,2023,16.7,63553.0,11501.0,"median family income, families with own children under 18 (B19125_002E)"
4840110,2023,7.1,127230.0,1098.0,"median family income, families with own children under 18 (B19125_002E)"
4840170,2023,32.0,98333.0,228.0,"median family income, families with own children under 18 (B19125_002E)"
4840200,2023,28.8,54013.0,229.0,"median family income, families with own children under 18 (B19125_002E)"
4840230,2023,21.6,77679.0,4078.0,"median family income, families with own children under 18 (B19125_002E)"
4840290,2023,2.3,,128.0,"median family income, families with own children under 18 (B19125_002E)"
4840320,2023,15.1,67639.0,536.0,"median family income, families with own children under 18 (B19125_002E)"
4840350,2023,23.8,45082.0,2384.0,"median family income, families with own children under 18 (B19125_002E)"
4840380,2023,0.0,79079.0,117.0,"median family income, families with own children under 18 (B19125_002E)"
4840410,2023,22.7,,733.0,"median family income, families with own children under 18 (B19125_002E)"
4840440,2023,17.2,55479.0,1950.0,"median family income, families with own children under 18 (B19125_002E)"
4840470,2023,5.6,125893.0,515.0,"median family income, families with own children under 18 (B19125_002E)"
4840500,2023,59.6,,658.0,"median family income, families with own children under 18 (B19125_002E)"
4840550,2023,21.9,80962.0,2576.0,"median family income, families with own children under 18 (B19125_002E)"
4840590,2023,19.1,57115.0,314.0,"median family income, families with own children under 18 (B19125_002E)"
4840620,2023,13.0,94545.0,722.0,"median family income, families with own children under 18 (B19125_002E)"
4840650,2023,10.8,86146.0,3864.0,"median family income, families with own children under 18 (B19125_002E)"
4840680,2023,30.4,47372.0,13614.0,"median family income, families with own children under 18 (B19125_002E)"
4840710,2023,15.7,74522.0,74585.0,"median family income, families with own children under 18 (B19125_002E)"
4840740,2023,12.5,76699.0,4303.0,"median family income, families with own children under 18 (B19125_002E)"
4840770,2023,6.1,76979.0,692.0,"median family income, families with own children under 18 (B19125_002E)"
4840800,2023,15.9,70000.0,901.0,"median family income, families with own children under 18 (B19125_002E)"
4840890,2023,0.0,83125.0,35.0,"median family income, families with own children under 18 (B19125_002E)"
4840920,2023,29.6,64458.0,7126.0,"median family income, families with own children under 18 (B19125_002E)"
4840950,2023,22.6,65397.0,19989.0,"median family income, families with own children under 18 (B19125_002E)"
4841010,2023,8.6,92877.0,937.0,"median family income, families with own children under 18 (B19125_002E)"
4841070,2023,18.3,78871.0,4827.0,"median family income, families with own children under 18 (B19125_002E)"
4841100,2023,24.0,102175.0,49203.0,"median family income, families with own children under 18 (B19125_002E)"
4841130,2023,0.0,81250.0,36.0,"median family income, families with own children under 18 (B19125_002E)"
4841190,2023,33.6,91935.0,2594.0,"median family income, families with own children under 18 (B19125_002E)"
4841220,2023,21.6,64804.0,57632.0,"median family income, families with own children under 18 (B19125_002E)"
4841250,2023,14.4,49250.0,397.0,"median family income, families with own children under 18 (B19125_002E)"
4841280,2023,12.2,108438.0,6466.0,"median family income, families with own children under 18 (B19125_002E)"
4841340,2023,15.5,92500.0,597.0,"median family income, families with own children under 18 (B19125_002E)"
4841350,2023,14.1,78674.0,3944.0,"median family income, families with own children under 18 (B19125_002E)"
4841400,2023,17.6,42207.0,810.0,"median family income, families with own children under 18 (B19125_002E)"
4841430,2023,4.0,78667.0,1038.0,"median family income, families with own children under 18 (B19125_002E)"
4841520,2023,11.9,76657.0,5733.0,"median family income, families with own children under 18 (B19125_002E)"
4841550,2023,0.0,135667.0,500.0,"median family income, families with own children under 18 (B19125_002E)"
4841580,2023,23.8,102105.0,446.0,"median family income, families with own children under 18 (B19125_002E)"
4841610,2023,14.6,101125.0,1235.0,"median family income, families with own children under 18 (B19125_002E)"
4841670,2023,6.5,69815.0,278.0,"median family income, families with own children under 18 (B19125_002E)"
4841700,2023,23.1,,177.0,"median family income, families with own children under 18 (B19125_002E)"
4841760,2023,14.5,71250.0,454.0,"median family income, families with own children under 18 (B19125_002E)"
4841790,2023,4.2,125542.0,383.0,"median family income, families with own children under 18 (B19125_002E)"
4841820,2023,17.4,93059.0,5883.0,"median family income, families with own children under 18 (B19125_002E)"
4841850,2023,20.3,89018.0,345.0,"median family income, families with own children under 18 (B19125_002E)"
4841880,2023,4.1,148393.0,2206.0,"median family income, families with own children under 18 (B19125_002E)"
4841910,2023,15.5,70000.0,799.0,"median family income, families with own children under 18 (B19125_002E)"
4841970,2023,14.6,70739.0,2591.0,"median family income, families with own children under 18 (B19125_002E)"
4842000,2023,3.6,135682.0,192.0,"median family income, families with own children under 18 (B19125_002E)"
4842030,2023,27.7,45900.0,3131.0,"median family income, families with own children under 18 (B19125_002E)"
4842060,2023,26.1,76083.0,1640.0,"median family income, families with own children under 18 (B19125_002E)"
4842090,2023,33.7,,569.0,"median family income, families with own children under 18 (B19125_002E)"
4842120,2023,24.9,59881.0,755.0,"median family income, families with own children under 18 (B19125_002E)"
4842210,2023,12.1,107697.0,3493.0,"median family income, families with own children under 18 (B19125_002E)"
4842240,2023,27.2,95379.0,1436.0,"median family income, families with own children under 18 (B19125_002E)"
4842280,2023,10.1,77292.0,4162.0,"median family income, families with own children under 18 (B19125_002E)"
4842300,2023,17.2,64896.0,1627.0,"median family income, families with own children under 18 (B19125_002E)"
4842330,2023,32.3,50569.0,15421.0,"median family income, families with own children under 18 (B19125_002E)"
4842360,2023,38.2,38571.0,593.0,"median family income, families with own children under 18 (B19125_002E)"
4842390,2023,0.0,82885.0,102.0,"median family income, families with own children under 18 (B19125_002E)"
4842420,2023,0.0,66250.0,120.0,"median family income, families with own children under 18 (B19125_002E)"
4842450,2023,16.8,65674.0,7107.0,"median family income, families with own children under 18 (B19125_002E)"
4842480,2023,28.9,53770.0,9135.0,"median family income, families with own children under 18 (B19125_002E)"
4842510,2023,24.5,59327.0,13781.0,"median family income, families with own children under 18 (B19125_002E)"
4842540,2023,4.0,108042.0,149.0,"median family income, families with own children under 18 (B19125_002E)"
4842570,2023,3.7,75125.0,330.0,"median family income, families with own children under 18 (B19125_002E)"
4842630,2023,6.4,78036.0,643.0,"median family income, families with own children under 18 (B19125_002E)"
4842660,2023,3.6,127917.0,525.0,"median family income, families with own children under 18 (B19125_002E)"
4842690,2023,23.6,90714.0,492.0,"median family income, families with own children under 18 (B19125_002E)"
4842720,2023,0.0,,31.0,"median family income, families with own children under 18 (B19125_002E)"
4842780,2023,24.6,,57.0,"median family income, families with own children under 18 (B19125_002E)"
4842810,2023,30.8,,898.0,"median family income, families with own children under 18 (B19125_002E)"
4842840,2023,25.5,52969.0,1065.0,"median family income, families with own children under 18 (B19125_002E)"
4842870,2023,11.8,97266.0,330.0,"median family income, families with own children under 18 (B19125_002E)"
4842900,2023,11.2,106875.0,1108.0,"median family income, families with own children under 18 (B19125_002E)"
4842930,2023,3.8,,1061.0,"median family income, families with own children under 18 (B19125_002E)"
4842960,2023,6.8,156168.0,29359.0,"median family income, families with own children under 18 (B19125_002E)"
4842990,2023,54.9,45345.0,641.0,"median family income, families with own children under 18 (B19125_002E)"
4843110,2023,0.0,120000.0,90.0,"median family income, families with own children under 18 (B19125_002E)"
4843140,2023,14.2,95862.0,929.0,"median family income, families with own children under 18 (B19125_002E)"
4843170,2023,21.6,55368.0,175.0,"median family income, families with own children under 18 (B19125_002E)"
4843200,2023,27.9,49375.0,1414.0,"median family income, families with own children under 18 (B19125_002E)"
4843230,2023,30.2,87232.0,1779.0,"median family income, families with own children under 18 (B19125_002E)"
4843260,2023,10.6,103281.0,2105.0,"median family income, families with own children under 18 (B19125_002E)"
4843290,2023,32.4,35750.0,1939.0,"median family income, families with own children under 18 (B19125_002E)"
4843320,2023,48.8,45250.0,1123.0,"median family income, families with own children under 18 (B19125_002E)"
4843350,2023,15.4,93382.0,3785.0,"median family income, families with own children under 18 (B19125_002E)"
4843400,2023,3.7,83750.0,167.0,"median family income, families with own children under 18 (B19125_002E)"
4843470,2023,19.4,77753.0,31363.0,"median family income, families with own children under 18 (B19125_002E)"
4843530,2023,4.6,123897.0,1198.0,"median family income, families with own children under 18 (B19125_002E)"
4843560,2023,10.7,126964.0,609.0,"median family income, families with own children under 18 (B19125_002E)"
4843650,2023,21.8,75702.0,59755.0,"median family income, families with own children under 18 (B19125_002E)"
4843680,2023,0.0,88281.0,303.0,"median family income, families with own children under 18 (B19125_002E)"
4843720,2023,36.6,64465.0,6022.0,"median family income, families with own children under 18 (B19125_002E)"
4843740,2023,0.0,,2.0,"median family income, families with own children under 18 (B19125_002E)"
4843760,2023,5.6,80000.0,1153.0,"median family income, families with own children under 18 (B19125_002E)"
4843800,2023,33.0,59250.0,5619.0,"median family income, families with own children under 18 (B19125_002E)"
4843860,2023,4.9,95160.0,631.0,"median family income, families with own children under 18 (B19125_002E)"
4843890,2023,7.8,121048.0,3329.0,"median family income, families with own children under 18 (B19125_002E)"
4843920,2023,9.9,71250.0,3465.0,"median family income, families with own children under 18 (B19125_002E)"
4843950,2023,33.1,86111.0,1316.0,"median family income, families with own children under 18 (B19125_002E)"
4843980,2023,24.7,78571.0,254.0,"median family income, families with own children under 18 (B19125_002E)"
4844010,2023,28.4,95439.0,3437.0,"median family income, families with own children under 18 (B19125_002E)"
4844040,2023,2.1,130417.0,211.0,"median family income, families with own children under 18 (B19125_002E)"
4844110,2023,27.8,73813.0,2774.0,"median family income, families with own children under 18 (B19125_002E)"
4844150,2023,21.5,81194.0,21278.0,"median family income, families with own children under 18 (B19125_002E)"
4844160,2023,7.7,87750.0,4800.0,"median family income, families with own children under 18 (B19125_002E)"
4844280,2023,34.5,47184.0,23553.0,"median family income, families with own children under 18 (B19125_002E)"
4844310,2023,5.4,58409.0,313.0,"median family income, families with own children under 18 (B19125_002E)"
4844370,2023,1.8,,56.0,"median family income, families with own children under 18 (B19125_002E)"
4844410,2023,0.0,121953.0,1401.0,"median family income, families with own children under 18 (B19125_002E)"
4844430,2023,16.4,99213.0,12697.0,"median family income, families with own children under 18 (B19125_002E)"
4844470,2023,44.6,40938.0,1058.0,"median family income, families with own children under 18 (B19125_002E)"
4844490,2023,0.0,125769.0,71.0,"median family income, families with own children under 18 (B19125_002E)"
4844520,2023,5.2,61917.0,333.0,"median family income, families with own children under 18 (B19125_002E)"
4844580,2023,11.5,112941.0,729.0,"median family income, families with own children under 18 (B19125_002E)"
4844670,2023,9.4,63750.0,695.0,"median family income, families with own children under 18 (B19125_002E)"
4844710,2023,4.2,129868.0,316.0,"median family income, families with own children under 18 (B19125_002E)"
4844730,2023,8.1,94446.0,15247.0,"median family income, families with own children under 18 (B19125_002E)"
4844800,2023,12.1,100132.0,11804.0,"median family income, families with own children under 18 (B19125_002E)"
4844810,2023,14.2,112955.0,190.0,"median family income, families with own children under 18 (B19125_002E)"
4844820,2023,0.0,108784.0,989.0,"median family income, families with own children under 18 (B19125_002E)"
4844890,2023,40.8,63267.0,789.0,"median family income, families with own children under 18 (B19125_002E)"
4844910,2023,3.2,84464.0,439.0,"median family income, families with own children under 18 (B19125_002E)"
4844940,2023,48.6,90164.0,527.0,"median family income, families with own children under 18 (B19125_002E)"
4844960,2023,31.1,63062.0,25502.0,"median family income, families with own children under 18 (B19125_002E)"
4845000,2023,14.4,75573.0,822.0,"median family income, families with own children under 18 (B19125_002E)"
4845040,2023,12.9,78824.0,1614.0,"median family income, families with own children under 18 (B19125_002E)"
4845090,2023,32.2,46860.0,4293.0,"median family income, families with own children under 18 (B19125_002E)"
4845120,2023,55.4,43984.0,1741.0,"median family income, families with own children under 18 (B19125_002E)"
4845150,2023,31.5,66169.0,1456.0,"median family income, families with own children under 18 (B19125_002E)"
4845180,2023,21.9,80542.0,751.0,"median family income, families with own children under 18 (B19125_002E)"
4845210,2023,0.0,250001.0,151.0,"median family income, families with own children under 18 (B19125_002E)"
4845240,2023,32.3,,192.0,"median family income, families with own children under 18 (B19125_002E)"
4845330,2023,0.0,132917.0,83.0,"median family income, families with own children under 18 (B19125_002E)"
4845380,2023,21.3,60000.0,3102.0,"median family income, families with own children under 18 (B19125_002E)"
4845420,2023,19.4,91458.0,479.0,"median family income, families with own children under 18 (B19125_002E)"
4845450,2023,13.9,117625.0,533.0,"median family income, families with own children under 18 (B19125_002E)"
4845480,2023,5.6,97227.0,1957.0,"median family income, families with own children under 18 (B19125_002E)"
4845540,2023,9.5,85551.0,8617.0,"median family income, families with own children under 18 (B19125_002E)"
4845570,2023,30.1,49750.0,318.0,"median family income, families with own children under 18 (B19125_002E)"
4845600,2023,9.1,87341.0,8346.0,"median family income, families with own children under 18 (B19125_002E)"
4845630,2023,8.0,92807.0,1921.0,"median family income, families with own children under 18 (B19125_002E)"
4845670,2023,25.8,64911.0,937.0,"median family income, families with own children under 18 (B19125_002E)"
4845690,2023,13.9,,72.0,"median family income, families with own children under 18 (B19125_002E)"
4845720,2023,19.1,75250.0,1748.0,"median family income, families with own children under 18 (B19125_002E)"
4845780,2023,25.5,64523.0,20989.0,"median family income, families with own children under 18 (B19125_002E)"
4845840,2023,11.3,96250.0,74.0,"median family income, families with own children under 18 (B19125_002E)"
4845900,2023,11.9,94281.0,10527.0,"median family income, families with own children under 18 (B19125_002E)"
4845950,2023,16.2,93125.0,3815.0,"median family income, families with own children under 18 (B19125_002E)"
4845990,2023,40.3,45667.0,243.0,"median family income, families with own children under 18 (B19125_002E)"
4846080,2023,5.5,107750.0,374.0,"median family income, families with own children under 18 (B19125_002E)"
4846170,2023,29.6,136458.0,450.0,"median family income, families with own children under 18 (B19125_002E)"
4846200,2023,14.3,82427.0,2385.0,"median family income, families with own children under 18 (B19125_002E)"
4846230,2023,16.3,85155.0,1952.0,"median family income, families with own children under 18 (B19125_002E)"
4846260,2023,14.3,52708.0,710.0,"median family income, families with own children under 18 (B19125_002E)"
4846320,2023,35.0,62109.0,708.0,"median family income, families with own children under 18 (B19125_002E)"
4846350,2023,28.2,85441.0,794.0,"median family income, families with own children under 18 (B19125_002E)"
4846380,2023,0.0,61172.0,375.0,"median family income, families with own children under 18 (B19125_002E)"
4846410,2023,26.5,90221.0,275.0,"median family income, families with own children under 18 (B19125_002E)"
4846440,2023,39.3,48846.0,2004.0,"median family income, families with own children under 18 (B19125_002E)"
4846470,2023,14.7,85455.0,428.0,"median family income, families with own children under 18 (B19125_002E)"
4846500,2023,3.3,126125.0,7973.0,"median family income, families with own children under 18 (B19125_002E)"
4846530,2023,5.2,138497.0,23419.0,"median family income, families with own children under 18 (B19125_002E)"
4846590,2023,8.2,,379.0,"median family income, families with own children under 18 (B19125_002E)"
4846620,2023,15.8,61250.0,2261.0,"median family income, families with own children under 18 (B19125_002E)"
4846650,2023,10.0,95543.0,659.0,"median family income, families with own children under 18 (B19125_002E)"
4846680,2023,32.9,44684.0,45764.0,"median family income, families with own children under 18 (B19125_002E)"
4846710,2023,51.3,39213.0,4463.0,"median family income, families with own children under 18 (B19125_002E)"
4846740,2023,33.9,69000.0,383.0,"median family income, families with own children under 18 (B19125_002E)"
4846770,2023,11.4,58929.0,132.0,"median family income, families with own children under 18 (B19125_002E)"
4899130,2023,23.8,,491.0,"median family income, families with own children under 18 (B19125_002E)"
4900030,2023,6.4,120172.0,143332.0,"median family income, families with own children under 18 (B19125_002E)"
4900060,2023,7.5,108059.0,2146.0,"median family income, families with own children under 18 (B19125_002E)"
4900090,2023,8.8,88974.0,18468.0,"median family income, families with own children under 18 (B19125_002E)"
4900120,2023,8.2,104851.0,28247.0,"median family income, families with own children under 18 (B19125_002E)"
4900142,2023,6.5,122985.0,56578.0,"median family income, families with own children under 18 (B19125_002E)"
4900150,2023,19.6,70995.0,5260.0,"median family income, families with own children under 18 (B19125_002E)"
4900180,2023,4.7,121607.0,169.0,"median family income, families with own children under 18 (B19125_002E)"
4900210,2023,7.4,119767.0,113064.0,"median family income, families with own children under 18 (B19125_002E)"
4900240,2023,16.9,81927.0,6460.0,"median family income, families with own children under 18 (B19125_002E)"
4900270,2023,18.1,84375.0,2833.0,"median family income, families with own children under 18 (B19125_002E)"
4900300,2023,6.2,89943.0,1121.0,"median family income, families with own children under 18 (B19125_002E)"
4900330,2023,16.3,64230.0,2123.0,"median family income, families with own children under 18 (B19125_002E)"
4900360,2023,13.3,93745.0,108978.0,"median family income, families with own children under 18 (B19125_002E)"
4900390,2023,12.3,80827.0,16650.0,"median family income, families with own children under 18 (B19125_002E)"
4900420,2023,5.2,124571.0,97733.0,"median family income, families with own children under 18 (B19125_002E)"
4900450,2023,10.3,108065.0,3829.0,"median family income, families with own children under 18 (B19125_002E)"
4900480,2023,12.5,108849.0,1811.0,"median family income, families with own children under 18 (B19125_002E)"
4900510,2023,23.6,62548.0,12393.0,"median family income, families with own children under 18 (B19125_002E)"
4900540,2023,10.7,72893.0,4137.0,"median family income, families with own children under 18 (B19125_002E)"
4900570,2023,1.3,148077.0,4285.0,"median family income, families with own children under 18 (B19125_002E)"
4900600,2023,5.5,101921.0,8323.0,"median family income, families with own children under 18 (B19125_002E)"
4900630,2023,7.0,104440.0,55071.0,"median family income, families with own children under 18 (B19125_002E)"
4900660,2023,21.1,76181.0,3185.0,"median family income, families with own children under 18 (B19125_002E)"
4900690,2023,9.4,95417.0,1485.0,"median family income, families with own children under 18 (B19125_002E)"
4900720,2023,15.8,71508.0,20525.0,"median family income, families with own children under 18 (B19125_002E)"
4900750,2023,3.4,202029.0,5950.0,"median family income, families with own children under 18 (B19125_002E)"
4900780,2023,8.9,99107.0,319.0,"median family income, families with own children under 18 (B19125_002E)"
4900810,2023,12.9,81324.0,21528.0,"median family income, families with own children under 18 (B19125_002E)"
4900840,2023,8.1,72266.0,836.0,"median family income, families with own children under 18 (B19125_002E)"
4900870,2023,12.3,105453.0,34732.0,"median family income, families with own children under 18 (B19125_002E)"
4900900,2023,21.5,66447.0,3705.0,"median family income, families with own children under 18 (B19125_002E)"
4900930,2023,10.9,84276.0,6203.0,"median family income, families with own children under 18 (B19125_002E)"
4900960,2023,18.4,80856.0,3936.0,"median family income, families with own children under 18 (B19125_002E)"
4900990,2023,2.0,123851.0,2716.0,"median family income, families with own children under 18 (B19125_002E)"
4901020,2023,24.9,85938.0,308.0,"median family income, families with own children under 18 (B19125_002E)"
4901050,2023,4.7,107779.0,24162.0,"median family income, families with own children under 18 (B19125_002E)"
4901080,2023,12.0,85783.0,11633.0,"median family income, families with own children under 18 (B19125_002E)"
4901110,2023,6.1,125845.0,10589.0,"median family income, families with own children under 18 (B19125_002E)"
4901140,2023,12.2,101964.0,47138.0,"median family income, families with own children under 18 (B19125_002E)"
4901170,2023,8.0,67813.0,600.0,"median family income, families with own children under 18 (B19125_002E)"
4901200,2023,5.8,106106.0,51571.0,"median family income, families with own children under 18 (B19125_002E)"
5000401,2023,6.8,56875.0,1801.0,"median family income, families with own children under 18 (B19125_002E)"
5000434,2023,0.6,111250.0,1262.0,"median family income, families with own children under 18 (B19125_002E)"
5000436,2023,12.3,74962.0,1652.0,"median family income, families with own children under 18 (B19125_002E)"
5000438,2023,1.2,108438.0,780.0,"median family income, families with own children under 18 (B19125_002E)"
5000446,2023,7.5,80469.0,134.0,"median family income, families with own children under 18 (B19125_002E)"
5000449,2023,9.4,84479.0,651.0,"median family income, families with own children under 18 (B19125_002E)"
5002610,2023,0.0,39500.0,168.0,"median family income, families with own children under 18 (B19125_002E)"
5002910,2023,13.3,111250.0,947.0,"median family income, families with own children under 18 (B19125_002E)"
5003060,2023,32.6,48500.0,147.0,"median family income, families with own children under 18 (B19125_002E)"
5003480,2023,4.2,97188.0,905.0,"median family income, families with own children under 18 (B19125_002E)"
5004500,2023,3.4,78750.0,178.0,"median family income, families with own children under 18 (B19125_002E)"
5004710,2023,13.4,117596.0,169.0,"median family income, families with own children under 18 (B19125_002E)"
5004950,2023,0.0,66797.0,67.0,"median family income, families with own children under 18 (B19125_002E)"
5005220,2023,6.6,41071.0,315.0,"median family income, families with own children under 18 (B19125_002E)"
5005760,2023,7.3,54063.0,131.0,"median family income, families with own children under 18 (B19125_002E)"
5006000,2023,42.3,50050.0,581.0,"median family income, families with own children under 18 (B19125_002E)"
5006030,2023,12.5,154500.0,220.0,"median family income, families with own children under 18 (B19125_002E)"
5006060,2023,4.9,,367.0,"median family income, families with own children under 18 (B19125_002E)"
5006780,2023,4.2,114792.0,76.0,"median family income, families with own children under 18 (B19125_002E)"
5006930,2023,27.5,86125.0,824.0,"median family income, families with own children under 18 (B19125_002E)"
5008130,2023,13.0,73750.0,405.0,"median family income, families with own children under 18 (B19125_002E)"
5008910,2023,1.8,138292.0,171.0,"median family income, families with own children under 18 (B19125_002E)"
5008970,2023,0.0,79250.0,558.0,"median family income, families with own children under 18 (B19125_002E)"
5009270,2023,2.1,122857.0,97.0,"median family income, families with own children under 18 (B19125_002E)"
5099002,2023,28.5,80490.0,2495.0,"median family income, families with own children under 18 (B19125_002E)"
5000397,2023,9.1,73565.0,2748.0,"median family income, families with own children under 18 (B19125_002E)"
5000432,2023,9.4,84479.0,651.0,"median family income, families with own children under 18 (B19125_002E)"
5005050,2023,12.3,74962.0,1652.0,"median family income, families with own children under 18 (B19125_002E)"
5005810,2023,1.6,96935.0,1629.0,"median family income, families with own children under 18 (B19125_002E)"
5007710,2023,7.7,,26.0,"median family income, families with own children under 18 (B19125_002E)"
5008243,2023,1.0,108203.0,754.0,"median family income, families with own children under 18 (B19125_002E)"
5008246,2023,16.0,85333.0,1516.0,"median family income, families with own children under 18 (B19125_002E)"
5009600,2023,11.8,64167.0,1255.0,"median family income, families with own children under 18 (B19125_002E)"
5099001,2023,2.1,122857.0,97.0,"median family income, families with own children under 18 (B19125_002E)"
5099003,2023,28.5,80490.0,2495.0,"median family income, families with own children under 18 (B19125_002E)"
5099004,2023,15.9,88162.0,2024.0,"median family income, families with own children under 18 (B19125_002E)"
5000024,2023,25.1,70139.0,364.0,"median family income, families with own children under 18 (B19125_002E)"
5000390,2023,0.8,126979.0,387.0,"median family income, families with own children under 18 (B19125_002E)"
5000392,2023,13.5,97109.0,1741.0,"median family income, families with own children under 18 (B19125_002E)"
5000393,2023,8.6,105360.0,1540.0,"median family income, families with own children under 18 (B19125_002E)"
5000395,2023,9.9,131524.0,5139.0,"median family income, families with own children under 18 (B19125_002E)"
5000396,2023,6.3,159524.0,5576.0,"median family income, families with own children under 18 (B19125_002E)"
5000398,2023,6.0,109904.0,1320.0,"median family income, families with own children under 18 (B19125_002E)"
5000399,2023,13.3,85698.0,3263.0,"median family income, families with own children under 18 (B19125_002E)"
5000400,2023,12.3,84797.0,1284.0,"median family income, families with own children under 18 (B19125_002E)"
5000402,2023,8.6,107381.0,2151.0,"median family income, families with own children under 18 (B19125_002E)"
5000403,2023,5.9,157426.0,2395.0,"median family income, families with own children under 18 (B19125_002E)"
5000408,2023,15.8,74861.0,1387.0,"median family income, families with own children under 18 (B19125_002E)"
5000409,2023,14.3,100595.0,307.0,"median family income, families with own children under 18 (B19125_002E)"
5000410,2023,9.1,120938.0,1673.0,"median family income, families with own children under 18 (B19125_002E)"
5000411,2023,15.3,73242.0,1265.0,"median family income, families with own children under 18 (B19125_002E)"
5000412,2023,8.7,92115.0,798.0,"median family income, families with own children under 18 (B19125_002E)"
5000414,2023,18.8,102500.0,197.0,"median family income, families with own children under 18 (B19125_002E)"
5000415,2023,15.8,76563.0,498.0,"median family income, families with own children under 18 (B19125_002E)"
5000417,2023,14.9,142333.0,2202.0,"median family income, families with own children under 18 (B19125_002E)"
5000418,2023,12.9,98750.0,500.0,"median family income, families with own children under 18 (B19125_002E)"
5000419,2023,10.8,107583.0,310.0,"median family income, families with own children under 18 (B19125_002E)"
5000421,2023,22.8,70875.0,2022.0,"median family income, families with own children under 18 (B19125_002E)"
5000422,2023,13.7,52245.0,576.0,"median family income, families with own children under 18 (B19125_002E)"
5000423,2023,23.3,69583.0,287.0,"median family income, families with own children under 18 (B19125_002E)"
5000425,2023,4.2,107823.0,1859.0,"median family income, families with own children under 18 (B19125_002E)"
5000426,2023,3.0,110909.0,714.0,"median family income, families with own children under 18 (B19125_002E)"
5000427,2023,2.8,121654.0,899.0,"median family income, families with own children under 18 (B19125_002E)"
5000429,2023,26.7,58333.0,538.0,"median family income, families with own children under 18 (B19125_002E)"
5000430,2023,2.6,85673.0,305.0,"median family income, families with own children under 18 (B19125_002E)"
5000431,2023,17.6,75217.0,3702.0,"median family income, families with own children under 18 (B19125_002E)"
5000433,2023,9.0,101406.0,2285.0,"median family income, families with own children under 18 (B19125_002E)"
5000435,2023,6.1,100250.0,736.0,"median family income, families with own children under 18 (B19125_002E)"
5000437,2023,7.6,105625.0,862.0,"median family income, families with own children under 18 (B19125_002E)"
5000439,2023,4.2,116941.0,2022.0,"median family income, families with own children under 18 (B19125_002E)"
5000440,2023,9.6,100568.0,1962.0,"median family income, families with own children under 18 (B19125_002E)"
5000441,2023,13.6,96375.0,1345.0,"median family income, families with own children under 18 (B19125_002E)"
5000442,2023,1.0,52596.0,836.0,"median family income, families with own children under 18 (B19125_002E)"
5000443,2023,4.4,137083.0,3300.0,"median family income, families with own children under 18 (B19125_002E)"
5000444,2023,26.4,72906.0,1248.0,"median family income, families with own children under 18 (B19125_002E)"
5000445,2023,16.0,72700.0,2922.0,"median family income, families with own children under 18 (B19125_002E)"
5000447,2023,21.5,,289.0,"median family income, families with own children under 18 (B19125_002E)"
5000448,2023,7.1,87813.0,2148.0,"median family income, families with own children under 18 (B19125_002E)"
5000450,2023,3.5,123882.0,1389.0,"median family income, families with own children under 18 (B19125_002E)"
5001770,2023,24.8,32188.0,254.0,"median family income, families with own children under 18 (B19125_002E)"
5001830,2023,9.7,102250.0,669.0,"median family income, families with own children under 18 (B19125_002E)"
5002820,2023,14.9,142500.0,4898.0,"median family income, families with own children under 18 (B19125_002E)"
5002850,2023,7.2,70615.0,439.0,"median family income, families with own children under 18 (B19125_002E)"
5002940,2023,0.0,56250.0,135.0,"median family income, families with own children under 18 (B19125_002E)"
5003240,2023,7.6,123448.0,3452.0,"median family income, families with own children under 18 (B19125_002E)"
5003360,2023,37.2,,191.0,"median family income, families with own children under 18 (B19125_002E)"
5003390,2023,5.2,87059.0,267.0,"median family income, families with own children under 18 (B19125_002E)"
5003450,2023,2.9,140000.0,408.0,"median family income, families with own children under 18 (B19125_002E)"
5003930,2023,0.0,140692.0,1163.0,"median family income, families with own children under 18 (B19125_002E)"
5004080,2023,1.6,128000.0,311.0,"median family income, families with own children under 18 (B19125_002E)"
5004140,2023,0.9,108646.0,1368.0,"median family income, families with own children under 18 (B19125_002E)"
5004590,2023,12.2,107665.0,2070.0,"median family income, families with own children under 18 (B19125_002E)"
5004620,2023,5.9,98250.0,545.0,"median family income, families with own children under 18 (B19125_002E)"
5004830,2023,0.0,76806.0,67.0,"median family income, families with own children under 18 (B19125_002E)"
5005400,2023,0.0,105673.0,180.0,"median family income, families with own children under 18 (B19125_002E)"
5005610,2023,1.5,140263.0,2021.0,"median family income, families with own children under 18 (B19125_002E)"
5006180,2023,1.3,155000.0,941.0,"median family income, families with own children under 18 (B19125_002E)"
5006390,2023,3.5,99549.0,204.0,"median family income, families with own children under 18 (B19125_002E)"
5006450,2023,0.0,137500.0,63.0,"median family income, families with own children under 18 (B19125_002E)"
5007050,2023,13.6,60500.0,2307.0,"median family income, families with own children under 18 (B19125_002E)"
