RFP_ID,Num_Meeting_Rooms,Num_Sessions,Num_Meeting_Days,Total_Meeting_Hours,Uses_Ballroom,Uses_Boardroom,Num_Setup_Styles,Primary_Setup,Max_AV_Level,Has_Premium_AV,Avg_AV_Level,Total_Room_Rental,Total_AV_Cost,Total_Session_FnB,Total_Meeting_Cost,Num_FnB_Types,Has_Dinner,Has_Reception,Has_Evening_Session,Full_Day_Pct,Avg_Room_Utilization
B-202402-42933,1,1,1,8,1,0,1,Theater,2,0,2.0,1302.22,350,700,1594.0,1,0,0,0,100.0,0.38
B-202402-58182,1,1,1,8,0,0,1,Banquet,2,0,2.0,583.23,350,1060,2480.73,2,0,0,0,100.0,0.5
B-202402-71249,1,2,2,16,0,0,1,Theater,3,1,2.5,432.91,1000,4680,7612.36,4,0,0,0,100.0,0.93
L-202402-72347,1,1,1,8,1,0,1,Classroom,3,1,2.77,1326.45,937,1048,3920.44,4,0,0,0,0.0,0.39
B-202402-50907,0,0,0,0,0,0,0,,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0
L-202402-34975,1,1,2,16,1,0,1,Banquet,3,1,2.61,1048.07,817,1185,2460.09,5,0,0,0,0.0,0.38
B-202402-43332,0,0,0,0,0,0,0,,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0
L-202402-74447,1,2,1,8,1,0,1,Classroom,0,0,0.48,840.76,0,1722,3330.77,3,0,0,0,100.0,0.64
B-202402-57560,1,1,1,4,0,0,1,Reception,1,0,1.0,598.1,150,1375,2101.77,1,1,0,1,0.0,0.62
L-202402-62694,1,3,2,16,0,0,1,Classroom,2,0,2.47,437.23,1062,6795,9213.96,3,0,0,0,100.0,0.95
B-202402-60434,1,7,3,36,1,0,1,Classroom,3,1,2.14,1397.14,2850,4388,9946.96,5,0,0,0,28.6,0.85
B-202402-61157,2,1,1,8,1,0,1,Theater,3,1,3.0,2255.77,650,8127,11144.84,2,0,0,0,100.0,0.54
B-202402-80571,1,2,2,16,1,0,1,Classroom,2,0,2.0,1101.22,700,3648,5513.19,5,0,0,0,100.0,0.47
B-202402-34264,1,5,2,24,1,0,1,Classroom,3,1,2.0,1295.38,1950,3540,7428.41,5,0,0,0,20.0,0.93
B-202402-41506,1,3,2,12,0,0,1,Banquet,1,0,0.67,497.6,300,1485,3531.55,1,1,0,1,0.0,0.68
B-202402-94834,1,2,2,16,1,0,1,Theater,3,1,2.5,1068.53,1000,3936,6148.43,5,0,0,0,100.0,0.47
B-202402-51193,2,3,3,24,1,0,1,Classroom,3,1,2.33,1707.58,1350,4780,7966.42,5,0,0,0,100.0,0.61
B-202402-33474,1,8,3,36,1,0,1,Classroom,3,1,2.38,1224.79,3700,3860,10538.6,5,0,0,0,12.5,0.85
B-202402-67164,1,4,2,24,1,0,1,Theater,3,1,2.0,1360.99,1600,4266,7679.12,5,0,0,0,50.0,0.89
L-202402-89478,1,1,1,8,1,0,1,Theater,0,0,0.37,840.83,0,2328,4478.06,4,0,0,0,0.0,0.41
B-202402-21141,0,0,0,0,0,0,0,,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0
B-202402-99487,1,5,2,24,1,0,1,Classroom,2,0,1.8,870.04,1550,4710,8072.6,5,0,0,0,20.0,0.72
B-202402-25812,1,1,1,4,1,0,1,Theater,0,0,0.0,968.17,0,0,380.14,0,0,0,0,0.0,0.44
B-202402-32264,1,1,1,8,0,1,1,Boardroom,1,0,1.0,358.54,150,390,1557.85,2,0,0,0,100.0,0.93
B-202402-67146,2,2,1,8,1,0,1,Reception,2,0,1.5,1686.13,500,1320,2480.77,1,1,0,1,0.0,0.51
B-202402-94030,1,2,2,16,0,0,1,Banquet,2,0,2.0,572.64,700,4290,6911.55,4,0,0,0,100.0,0.82
L-202402-73680,0,0,0,0,0,0,0,,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0
L-202402-89405,2,1,2,16,1,0,1,Classroom,2,0,1.68,1650.75,251,1520,2249.13,4,1,0,0,0.0,0.61
B-202402-80699,2,1,1,8,1,0,1,Classroom,2,0,2.0,1624.71,350,1800,2804.75,3,0,0,0,100.0,0.56
B-202402-18698,1,1,1,4,0,0,1,Banquet,0,0,0.0,599.7,0,1705,2261.1,1,1,0,1,0.0,0.78
B-202402-88275,0,0,0,0,0,0,0,,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0
B-202402-94388,1,2,2,16,1,0,1,Classroom,3,1,2.5,1390.37,1000,3408,5552.18,4,0,0,0,100.0,0.42
L-202402-52006,1,4,2,24,1,0,1,Banquet,3,1,2.63,1005.35,1200,0,2480.75,0,0,0,0,100.0,0.5
L-202402-53160,1,2,1,12,1,0,1,Theater,2,0,1.7,1385.56,32,1448,3408.87,4,0,0,0,0.0,0.77
L-202402-54729,1,7,3,24,1,0,1,Theater,3,1,2.62,1318.16,827,1085,4336.59,1,0,0,0,100.0,0.42
B-202402-48477,1,5,2,24,1,0,1,Classroom,2,0,1.8,1146.08,1550,3720,7105.89,4,0,0,0,20.0,0.72
B-202402-98760,2,2,2,16,1,0,1,Theater,2,0,2.0,1328.16,700,3280,5201.01,5,0,0,0,100.0,0.55
B-202402-47623,1,3,3,24,1,0,1,Theater,3,1,2.67,1871.29,1650,25296,33891.69,5,0,0,0,100.0,0.52
B-202402-63780,1,5,2,24,1,0,1,Classroom,3,1,2.0,1335.47,1850,3348,6982.23,5,0,0,0,20.0,0.68
B-202402-74419,0,0,0,0,0,0,0,,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0
L-202402-57636,0,0,0,0,0,0,0,,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0
L-202402-60283,1,1,1,4,0,0,1,Banquet,2,0,2.35,547.25,24,370,1308.26,1,0,0,0,100.0,0.95
B-202403-14861,1,2,2,16,1,0,1,Classroom,3,1,2.5,801.28,1000,3096,5262.91,5,0,0,0,100.0,0.39
B-202403-17152,1,2,2,16,1,0,1,Classroom,3,1,2.5,1050.2,1000,3936,6041.35,5,0,0,0,100.0,0.34
L-202403-49998,0,0,0,0,0,0,0,,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0
B-202403-65690,2,5,2,24,1,0,1,Theater,2,0,1.4,1474.75,1150,3720,6835.88,5,0,0,0,20.0,0.71
L-202403-64732,1,1,1,8,1,0,1,Classroom,1,0,0.72,862.26,829,2388,4417.92,4,0,0,0,100.0,0.53
L-202403-89541,1,8,3,12,1,0,1,Theater,1,0,0.62,1183.41,1135,2264,4685.06,1,0,0,0,100.0,0.63
B-202403-70670,1,6,2,24,1,0,1,Theater,2,0,1.5,964.46,1500,3540,7000.61,5,0,0,0,0.0,0.93
B-202403-74713,0,0,0,0,0,0,0,,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0
B-202403-63382,2,5,2,24,1,0,1,Classroom,3,1,2.0,1503.1,1850,4544,8295.02,5,0,0,0,20.0,0.68
L-202403-79422,1,4,2,8,1,0,1,Theater,1,0,0.69,1007.51,1439,2596,6511.19,1,0,0,0,0.0,0.78
B-202403-76681,2,3,1,16,1,0,1,Theater,2,0,1.0,1439.85,500,1132,2764.71,2,0,0,0,33.3,0.81
L-202403-54433,1,5,2,16,0,0,1,Theater,1,0,0.66,547.21,279,12860,13863.48,4,1,1,1,100.0,0.62
L-202403-62286,0,0,0,0,0,0,0,,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0
B-202403-56461,1,1,1,4,1,0,1,Banquet,1,0,1.0,1098.16,150,1320,1804.87,1,1,0,1,0.0,0.35
B-202403-21171,0,0,0,0,0,0,0,,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0
L-202403-49748,0,0,0,0,0,0,0,,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0
B-202403-16117,1,3,3,24,1,0,1,Classroom,3,1,2.0,1356.14,1150,4280,7259.34,4,0,0,0,100.0,0.49
B-202403-92629,2,5,2,24,1,0,1,Theater,2,0,1.4,1972.41,1150,4112,7177.06,5,0,0,0,20.0,0.96
L-202403-26119,2,2,1,12,1,0,1,Banquet,0,0,0.37,1974.79,0,1974,3176.18,3,0,0,0,0.0,0.51
L-202403-96005,1,1,2,8,0,1,1,Boardroom,3,1,2.79,348.5,1445,3400,7225.38,5,0,0,0,100.0,0.36
B-202403-23902,1,1,1,8,1,0,1,Theater,2,0,2.0,1327.29,350,1560,2530.88,3,0,0,0,100.0,0.43
B-202403-32900,1,2,2,16,1,0,1,Banquet,2,0,2.0,1292.0,700,2280,4183.13,4,0,0,0,100.0,0.41
B-202403-58163,1,3,2,12,0,0,1,Banquet,2,0,1.0,365.72,500,2090,4388.81,1,1,0,1,0.0,0.95
B-202403-87468,1,3,3,24,0,0,1,Banquet,2,0,2.0,412.76,1050,8172,12365.12,5,0,0,0,100.0,1.0
L-202403-82562,1,2,2,16,1,0,1,Banquet,3,1,2.7,1179.87,1257,2532,8217.21,2,0,0,0,100.0,0.36
B-202403-10766,0,0,0,0,0,0,0,,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0
B-202403-79193,1,3,3,24,0,0,1,Classroom,3,1,2.33,385.43,1450,6129,10346.56,5,0,0,0,100.0,0.68
L-202403-42264,2,2,2,16,1,0,1,Classroom,0,0,0.48,1384.73,0,3798,6012.08,3,0,0,0,0.0,0.85
B-202403-83512,2,4,2,24,1,0,1,Classroom,2,0,1.5,1403.52,1000,3560,6384.92,4,0,0,0,50.0,0.69
B-202403-84511,0,0,0,0,0,0,0,,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0
L-202403-26958,1,3,2,24,1,0,1,Banquet,2,0,2.04,1230.69,473,4398,5373.61,2,0,0,0,100.0,0.47
B-202403-31624,2,3,1,16,1,0,1,Theater,2,0,1.33,1733.54,700,432,2370.82,1,0,0,0,33.3,0.99
B-202403-78770,1,2,1,8,1,0,1,Banquet,1,0,0.5,1172.95,150,1320,2195.39,1,1,0,1,0.0,0.36
L-202403-47214,1,2,1,8,0,1,1,Boardroom,2,0,2.03,255.5,876,2310,3589.94,3,0,0,0,100.0,0.36
L-202403-68973,1,2,2,24,1,0,1,Theater,1,0,1.21,1273.38,810,3344,7056.39,4,0,0,0,0.0,0.43
L-202403-50481,1,7,3,24,1,0,1,Reception,2,0,1.6,1347.44,508,26075,27134.19,5,1,0,0,0.0,0.36
L-202403-54453,1,5,2,24,0,0,1,Reception,2,0,2.22,576.12,1296,15140,19925.43,4,0,1,1,100.0,0.97
B-202403-92665,1,2,2,16,1,0,1,Theater,2,0,2.0,980.48,700,3408,5229.31,4,0,0,0,100.0,0.67
B-202403-36920,1,2,2,16,0,0,1,Classroom,2,0,1.5,557.67,500,4284,6787.89,4,0,0,0,100.0,0.9
B-202403-92058,1,1,1,4,0,0,1,Classroom,1,0,1.0,388.63,150,0,704.17,0,0,0,0,0.0,0.8
B-202403-95729,1,2,2,16,0,0,1,Classroom,1,0,1.0,521.21,300,2124,4348.16,2,0,0,0,100.0,1.0
B-202403-42457,2,7,3,36,1,0,1,Classroom,3,1,2.0,1486.23,2550,6020,11444.58,5,0,0,0,28.6,0.82
B-202403-94394,0,0,0,0,0,0,0,,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0
B-202403-12446,1,1,1,8,1,0,1,Theater,3,1,3.0,1137.36,650,720,1961.02,2,0,0,0,100.0,0.56
B-202403-91764,1,2,1,12,1,0,1,Classroom,2,0,1.5,1388.72,500,1988,3430.44,5,0,0,0,50.0,0.77
B-202403-19269,0,0,0,0,0,0,0,,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0
B-202403-24539,1,4,2,16,1,0,1,Classroom,2,0,0.75,1253.6,500,480,2421.02,1,0,0,0,0.0,0.37
B-202403-26395,1,7,3,36,1,0,1,Classroom,3,1,1.86,1228.09,2350,5276,10464.61,5,0,0,0,28.6,0.95
L-202403-31237,1,1,1,8,0,0,1,Banquet,3,1,2.63,428.85,716,2082,3788.55,3,0,0,0,0.0,0.88
L-202403-86230,2,7,3,36,1,0,1,Classroom,1,0,1.24,1649.97,564,11130,13268.93,3,0,0,0,50.0,0.53
B-202403-66063,2,9,3,36,1,0,1,Theater,2,0,1.89,1366.35,2950,5312,11288.02,5,0,0,0,0.0,0.81
B-202403-75382,1,1,1,4,0,0,1,Banquet,2,0,2.0,576.97,350,2200,3161.71,1,1,0,1,0.0,1.0
B-202403-88890,2,2,2,16,1,0,1,Classroom,3,1,2.5,1928.47,1000,1440,3687.2,3,0,0,0,100.0,0.53
B-202403-74852,2,3,3,24,1,0,1,Classroom,2,0,1.33,1439.29,650,4780,7234.73,5,0,0,0,100.0,0.57
L-202403-87660,1,2,3,24,1,0,1,Theater,2,0,1.93,1064.76,1119,3678,5904.59,3,0,0,0,0.0,0.97
L-202403-95033,1,4,2,24,0,0,1,Classroom,2,0,1.66,365.52,907,1224,6771.18,2,0,0,0,100.0,0.88
L-202403-88852,1,1,2,16,0,1,1,Boardroom,3,1,2.74,252.14,583,439,1552.49,1,0,0,0,100.0,1.0
B-202403-12572,0,0,0,0,0,0,0,,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0
B-202403-29082,1,2,1,8,1,0,1,Reception,2,0,1.5,1055.27,500,1080,2301.45,1,0,1,1,0.0,0.36
B-202404-18853,2,2,2,16,1,0,1,Classroom,3,1,3.0,2550.24,1300,22540,28460.7,5,0,0,0,100.0,0.67
L-202404-98172,1,3,2,16,1,0,1,Banquet,2,0,2.24,942.68,1386,2265,4738.13,5,1,0,1,0.0,0.64
B-202404-70902,0,1,1,4,0,0,1,,0,0,0.0,0.0,0,0,318.85,0,0,0,0,0.0,0.0
L-202404-36099,2,1,1,8,1,0,1,Classroom,1,0,1.49,1602.91,21,358,899.54,1,0,0,0,50.0,0.68
B-202404-17312,1,1,1,8,1,0,1,Classroom,2,0,2.0,1328.4,350,1560,2484.28,3,0,0,0,100.0,0.43
B-202404-18526,1,2,1,8,1,0,1,Reception,1,0,0.5,1140.56,150,1320,2162.15,1,1,0,1,0.0,0.37
B-202404-91207,2,1,1,4,1,0,1,Classroom,0,0,0.0,1466.15,0,0,333.38,0,0,0,0,0.0,0.57
B-202404-27143,1,1,1,4,1,0,1,Classroom,1,0,1.0,845.38,150,0,514.69,0,0,0,0,0.0,0.34
L-202404-84593,1,2,2,16,0,0,1,Banquet,3,1,2.69,441.29,1120,4140,6023.95,3,0,0,0,50.0,0.78
B-202404-89079,1,1,1,4,0,1,1,Boardroom,1,0,1.0,367.19,150,0,809.94,0,0,0,0,0.0,1.0
B-202404-15776,1,2,1,8,1,0,1,Banquet,0,0,0.0,1018.79,0,1080,1806.53,1,0,1,1,0.0,0.34
B-202404-33078,1,2,2,16,1,0,1,Theater,1,0,1.0,1111.89,300,940,2400.39,2,0,0,0,100.0,0.42
B-202404-10881,1,1,1,8,1,0,1,Classroom,2,0,2.0,1362.35,350,1300,2303.85,3,0,0,0,100.0,0.54
B-202404-36607,2,8,3,36,1,0,1,Theater,3,1,2.0,1345.54,3000,5020,10940.63,3,0,0,0,12.5,0.76
B-202404-60579,1,1,1,8,1,0,1,Classroom,1,0,1.0,1079.86,150,960,1708.57,2,0,0,0,100.0,0.47
L-202404-93724,1,2,3,24,1,0,1,Classroom,2,0,2.3,833.74,1214,494,4158.7,1,0,0,0,50.0,0.68
B-202404-52157,1,2,1,8,1,0,1,Classroom,2,0,1.5,937.87,500,240,1470.84,1,0,0,0,0.0,0.48
L-202404-79784,0,0,0,0,0,0,0,,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0
B-202404-58449,1,3,3,24,1,0,1,Theater,3,1,2.67,1666.31,1650,37556,46809.39,5,0,0,0,100.0,0.68
B-202404-65799,2,2,1,12,1,0,1,Classroom,3,1,2.5,1450.77,1000,936,2850.41,2,0,0,0,50.0,0.78
B-202404-69183,1,2,2,16,1,0,1,Classroom,1,0,1.0,1045.69,300,3000,4449.59,4,0,0,0,100.0,0.4
B-202404-89036,1,2,2,16,0,0,1,Theater,3,1,2.5,521.05,1000,3280,6342.47,5,0,0,0,100.0,0.5
L-202404-78875,1,5,2,16,0,0,1,Reception,2,0,2.16,537.85,1328,2835,5380.0,1,0,0,0,100.0,0.95
B-202404-36254,1,2,2,8,1,0,1,Banquet,1,0,0.5,885.83,150,1320,2206.34,1,1,0,1,0.0,0.34
B-202404-36263,0,0,0,0,0,0,0,,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0
B-202404-63330,1,5,2,24,1,0,1,Theater,3,1,2.4,1237.15,2350,4792,9004.15,4,0,0,0,20.0,0.84
B-202404-75213,2,5,2,24,1,0,1,Classroom,2,0,1.2,1624.05,950,3920,6745.1,5,0,0,0,20.0,0.8
B-202404-87664,1,2,2,16,0,0,1,Theater,3,1,2.0,544.97,800,3312,5991.24,3,0,0,0,100.0,0.97
L-202404-43807,2,2,2,16,1,0,1,Reception,2,0,1.67,2611.07,847,5216,7718.04,4,0,0,0,100.0,0.6
B-202404-35295,1,1,1,8,1,0,1,Banquet,2,0,2.0,1146.94,350,700,1652.4,1,0,0,0,100.0,0.46
B-202404-66112,1,3,3,24,1,0,1,Classroom,3,1,1.67,1004.74,950,4140,6973.2,4,0,0,0,100.0,0.66
B-202404-93335,1,3,2,12,0,0,1,Banquet,1,0,0.33,436.9,150,1320,3351.3,1,1,0,1,0.0,0.6
L-202404-13945,2,4,2,8,1,0,1,Theater,2,0,1.87,1817.45,11,4984,6793.88,2,0,0,0,100.0,0.79
B-202404-76115,2,3,3,24,1,0,1,Theater,3,1,2.67,2286.64,1650,28178,37277.28,4,0,0,0,100.0,0.61
L-202404-29566,1,2,1,8,1,0,1,Banquet,3,1,2.87,811.03,999,2504,4764.59,4,1,0,1,0.0,0.39
B-202404-21013,1,4,2,16,0,0,1,Theater,2,0,1.5,540.32,1000,2706,6157.26,2,0,0,0,0.0,0.82
B-202404-85813,1,1,1,4,0,0,1,Reception,2,0,2.0,431.8,350,1485,2480.53,1,1,0,1,0.0,0.68
B-202404-12440,1,3,3,24,0,0,1,Classroom,2,0,1.67,402.19,850,6720,10587.78,5,0,0,0,100.0,0.88
B-202404-90538,1,7,3,36,1,0,1,Classroom,3,1,1.86,1359.81,2350,5168,10282.01,5,0,0,0,28.6,0.81
B-202404-46629,1,5,2,24,1,0,1,Classroom,3,1,2.4,1308.12,2450,4392,8733.07,4,0,0,0,20.0,0.72
B-202404-65550,2,1,1,8,1,0,1,Classroom,3,1,3.0,2621.98,650,10934,14330.61,4,0,0,0,100.0,0.59
B-202404-71691,2,2,2,16,1,0,1,Classroom,2,0,2.0,1558.35,700,3408,5267.75,4,0,0,0,100.0,0.59
L-202404-54650,2,3,2,16,1,0,1,Theater,3,1,2.99,1663.28,632,3240,5458.64,5,0,0,0,0.0,0.76
B-202404-40704,1,1,1,4,0,0,1,Reception,2,0,2.0,558.71,350,1870,2801.85,1,1,0,1,0.0,0.85
B-202404-81650,0,0,0,0,0,0,0,,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0
B-202404-86697,1,2,1,8,1,0,1,Banquet,1,0,0.5,954.45,150,700,1540.54,1,0,0,0,0.0,0.51
B-202404-29472,1,3,3,24,1,0,1,Classroom,2,0,2.0,800.87,1050,3680,6535.97,4,0,0,0,100.0,0.36
L-202404-81188,1,2,1,4,1,0,1,Theater,3,1,2.61,927.99,653,6160,8632.26,5,1,0,1,0.0,0.45
B-202404-18523,0,0,0,0,0,0,0,,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0
B-202404-98029,1,1,1,4,0,0,1,Reception,2,0,2.0,588.55,350,990,1954.63,1,1,0,1,0.0,0.45
B-202405-10947,1,7,3,36,1,0,1,Theater,3,1,2.0,1282.91,2650,6678,12199.33,5,0,0,0,28.6,0.68
B-202405-13662,1,2,2,16,1,0,1,Classroom,2,0,1.5,801.45,500,2808,4529.58,5,0,0,0,100.0,0.57
B-202405-13830,1,2,2,16,1,0,1,Classroom,3,1,2.5,1704.33,1000,18304,24295.18,4,0,0,0,100.0,0.6
B-202405-23878,2,2,2,16,1,0,1,Theater,2,0,2.0,1959.33,700,2784,4736.4,3,0,0,0,100.0,0.55
B-202405-55140,1,2,1,8,1,0,1,Classroom,2,0,1.5,1120.56,500,0,1165.46,0,0,0,0,0.0,0.36
B-202405-61229,0,0,0,0,0,0,0,,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0
B-202405-64767,0,0,0,0,0,0,0,,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0
B-202405-94153,0,0,0,0,0,0,0,,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0
B-202405-94358,1,2,2,16,1,0,1,Theater,2,0,1.5,1129.96,500,2808,4531.9,5,0,0,0,100.0,0.56
L-202405-50600,1,2,1,12,1,0,1,Banquet,2,0,1.89,1286.31,642,0,4859.41,0,0,0,0,100.0,0.5
B-202405-36787,2,1,1,8,1,0,1,Theater,1,0,1.0,1393.47,150,1272,2065.35,2,0,0,0,100.0,0.52
B-202405-51676,1,1,1,4,0,0,1,Banquet,2,0,2.0,520.39,350,1710,2661.04,1,0,1,1,0.0,0.95
L-202405-25162,1,5,3,24,1,0,1,Banquet,1,0,1.48,1398.56,1122,0,1588.98,0,0,0,0,50.0,0.4
B-202405-26260,1,3,3,24,1,0,1,Theater,2,0,1.67,846.82,850,3400,6014.53,5,0,0,0,100.0,0.44
B-202405-13888,0,0,0,0,0,0,0,,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0
L-202405-88625,1,6,3,36,1,0,1,Banquet,2,0,1.76,870.8,660,8244,10582.09,3,0,0,0,100.0,0.46
B-202405-28764,1,2,2,8,0,0,1,Theater,1,0,0.5,474.75,150,0,1397.84,0,0,0,0,0.0,0.4
B-202405-68755,1,1,1,8,1,0,1,Classroom,3,1,3.0,1245.34,650,1560,2768.33,3,0,0,0,100.0,0.49
B-202405-80688,0,0,0,0,0,0,0,,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0
B-202405-27607,1,3,3,24,0,0,1,Banquet,3,1,2.0,507.83,1150,7380,11433.48,5,0,0,0,100.0,0.93
B-202405-15723,1,2,2,16,1,0,1,Classroom,2,0,1.5,1375.49,500,3240,4944.75,4,0,0,0,100.0,0.48
B-202405-42847,1,1,1,4,0,0,1,Banquet,1,0,1.0,428.06,150,1265,2051.22,1,1,0,1,0.0,0.57
B-202405-56665,1,1,1,4,1,0,1,Classroom,1,0,1.0,1299.29,150,0,492.03,0,0,0,0,0.0,0.37
B-202405-68194,1,1,1,8,1,0,1,Theater,1,0,1.0,1233.34,150,1008,1731.45,3,0,0,0,100.0,0.38
B-202405-70372,1,2,2,16,0,0,1,Theater,2,0,2.0,573.0,700,3465,6306.24,4,0,0,0,100.0,0.82
L-202405-20665,1,3,2,16,0,0,1,Banquet,2,0,1.88,481.37,822,9210,12057.18,5,0,0,0,100.0,0.85
L-202405-26315,0,0,0,0,0,0,0,,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0
L-202405-82459,2,5,2,8,1,0,1,Classroom,2,0,2.47,1903.6,926,0,2198.36,0,0,0,0,0.0,0.57
B-202405-37180,1,2,1,8,0,0,1,Banquet,2,0,1.0,373.63,350,1575,3196.77,1,0,1,1,0.0,0.88
B-202405-38399,1,1,1,8,1,0,1,Classroom,2,0,2.0,866.56,350,1800,2760.87,3,0,0,0,100.0,0.5
B-202405-89874,0,0,0,0,0,0,0,,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0
B-202405-59375,2,2,1,12,1,0,1,Classroom,3,1,2.5,1706.09,1000,2628,4467.44,5,0,0,0,50.0,0.72
B-202405-64502,0,0,0,0,0,0,0,,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0
L-202405-89216,1,4,2,16,0,0,1,Reception,0,0,0.25,378.76,0,11568,13113.21,4,0,1,1,100.0,0.97
B-202405-67981,1,4,2,16,0,0,1,Classroom,2,0,1.75,480.12,1200,0,3608.78,0,0,0,0,0.0,1.0
B-202405-70156,1,1,1,8,0,1,1,Boardroom,2,0,2.0,399.52,350,265,1579.46,2,0,0,0,100.0,0.36
B-202405-93228,1,1,1,8,0,0,1,Classroom,2,0,2.0,580.88,350,360,1666.59,1,0,0,0,100.0,0.5
B-202405-19429,1,2,2,16,0,0,1,Classroom,2,0,2.0,590.72,700,4095,6865.41,5,0,0,0,100.0,0.88
B-202405-65369,1,1,1,4,1,0,1,Classroom,1,0,1.0,1209.87,150,0,492.83,0,0,0,0,0.0,0.4
B-202405-32954,1,1,1,4,0,0,1,Reception,0,0,0.0,576.86,0,1870,2516.86,1,1,0,1,0.0,0.85
B-202405-79550,1,3,3,24,1,0,1,Classroom,3,1,1.67,1038.5,950,4580,7367.94,5,0,0,0,100.0,0.4
B-202405-96848,1,3,3,24,1,0,1,Classroom,3,1,2.33,2232.91,1350,32060,40534.76,5,0,0,0,100.0,0.58
B-202405-60023,1,1,1,8,1,0,1,Classroom,2,0,2.0,1318.56,350,1560,2519.09,3,0,0,0,100.0,0.37
B-202405-80063,0,0,0,0,0,0,0,,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0
B-202405-93633,1,2,2,16,1,0,1,Banquet,3,1,2.5,1285.84,1000,2340,4615.46,5,0,0,0,100.0,0.34
B-202405-95189,2,1,1,8,1,0,1,Classroom,3,1,3.0,1590.45,650,1848,3066.83,4,0,0,0,100.0,0.59
B-202405-29383,0,0,0,0,0,0,0,,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0
L-202405-28383,2,1,1,4,1,0,1,Theater,3,1,2.89,1385.4,345,888,2437.17,4,1,0,1,0.0,0.57
B-202405-34662,2,2,2,16,1,0,1,Theater,3,1,2.5,1677.26,1000,2256,4514.01,4,0,0,0,100.0,0.57
B-202405-64484,1,3,3,24,1,0,1,Classroom,2,0,2.0,1307.02,1050,5448,8247.73,5,0,0,0,100.0,0.65
L-202405-14501,2,4,2,24,1,0,1,Banquet,2,0,2.03,1696.85,45,0,1395.14,0,0,0,0,100.0,0.61
B-202405-20909,2,1,1,4,1,0,1,Banquet,0,0,0.0,1366.57,0,1320,1674.54,1,1,0,1,0.0,0.66
B-202405-43993,2,2,1,12,1,0,1,Classroom,3,1,2.0,1283.79,800,1980,3661.56,5,0,0,0,50.0,0.82
B-202405-65535,1,6,3,36,1,0,1,Classroom,3,1,1.67,846.82,1800,6184,10547.39,5,0,0,0,50.0,0.93
L-202405-61262,1,2,2,16,0,0,1,Classroom,2,0,1.79,531.86,1399,4392,8090.08,4,0,1,0,100.0,0.5
B-202405-65950,2,4,2,16,1,0,1,Classroom,1,0,0.75,1614.33,450,1880,3773.34,2,0,0,0,0.0,0.54
B-202405-74350,1,1,1,8,1,0,1,Classroom,2,0,2.0,950.72,350,0,986.19,0,0,0,0,100.0,0.46
L-202405-33464,1,2,2,24,0,0,1,Classroom,3,1,2.94,371.37,1088,1296,2919.21,4,0,0,0,100.0,0.68
B-202406-85055,0,0,0,0,0,0,0,,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0
B-202406-86449,1,3,1,16,1,0,1,Classroom,2,0,1.0,1161.22,500,940,2661.03,2,0,0,0,33.3,0.97
B-202406-49283,1,1,1,8,0,0,1,Theater,2,0,2.0,545.63,350,3132,4448.95,4,0,0,0,100.0,0.9
B-202406-45310,1,2,1,8,1,0,1,Banquet,1,0,0.5,1373.58,150,1320,2159.16,1,1,0,1,0.0,0.49
