GEOID,checkpoint_year,median_income,child_poverty_pct,income_definition
4502640,2024,63219.0,34.3,"median family income, families with own children under 18 (B19125_002E)"
4502670,2024,53418.0,38.7,"median family income, families with own children under 18 (B19125_002E)"
4502700,2024,105875.0,11.9,"median family income, families with own children under 18 (B19125_002E)"
4502730,2024,66551.0,16.7,"median family income, families with own children under 18 (B19125_002E)"
4502760,2024,72228.0,20.6,"median family income, families with own children under 18 (B19125_002E)"
4502790,2024,48426.0,33.6,"median family income, families with own children under 18 (B19125_002E)"
4502820,2024,109450.0,11.1,"median family income, families with own children under 18 (B19125_002E)"
4502970,2024,46908.0,39.3,"median family income, families with own children under 18 (B19125_002E)"
4503000,2024,50227.0,43.6,"median family income, families with own children under 18 (B19125_002E)"
4503030,2024,68385.0,29.1,"median family income, families with own children under 18 (B19125_002E)"
4503060,2024,74605.0,26.2,"median family income, families with own children under 18 (B19125_002E)"
4503330,2024,84865.0,15.7,"median family income, families with own children under 18 (B19125_002E)"
4503360,2024,55978.0,31.4,"median family income, families with own children under 18 (B19125_002E)"
4503390,2024,80053.0,17.6,"median family income, families with own children under 18 (B19125_002E)"
4503460,2024,49188.0,25.8,"median family income, families with own children under 18 (B19125_002E)"
4503480,2024,106098.0,19.7,"median family income, families with own children under 18 (B19125_002E)"
4503510,2024,80861.0,14.5,"median family income, families with own children under 18 (B19125_002E)"
4503540,2024,72830.0,25.5,"median family income, families with own children under 18 (B19125_002E)"
4503570,2024,73309.0,16.2,"median family income, families with own children under 18 (B19125_002E)"
4503600,2024,90693.0,12.7,"median family income, families with own children under 18 (B19125_002E)"
4503630,2024,71279.0,17.7,"median family income, families with own children under 18 (B19125_002E)"
4503660,2024,57127.0,31.7,"median family income, families with own children under 18 (B19125_002E)"
4503750,2024,49850.0,36.1,"median family income, families with own children under 18 (B19125_002E)"
4503780,2024,54760.0,26.2,"median family income, families with own children under 18 (B19125_002E)"
4503810,2024,76994.0,16.0,"median family income, families with own children under 18 (B19125_002E)"
4503840,2024,118580.0,8.2,"median family income, families with own children under 18 (B19125_002E)"
4503870,2024,92528.0,15.5,"median family income, families with own children under 18 (B19125_002E)"
4503900,2024,153042.0,4.6,"median family income, families with own children under 18 (B19125_002E)"
4503902,2024,68365.0,20.1,"median family income, families with own children under 18 (B19125_002E)"
4503908,2024,39353.0,44.2,"median family income, families with own children under 18 (B19125_002E)"
4503910,2024,54076.0,30.2,"median family income, families with own children under 18 (B19125_002E)"
4503912,2024,53462.0,24.5,"median family income, families with own children under 18 (B19125_002E)"
4503914,2024,29079.0,51.0,"median family income, families with own children under 18 (B19125_002E)"
4503915,2024,69884.0,19.0,"median family income, families with own children under 18 (B19125_002E)"
4503916,2024,53854.0,27.3,"median family income, families with own children under 18 (B19125_002E)"
4600002,2024,114398.0,7.4,"median family income, families with own children under 18 (B19125_002E)"
4600003,2024,76250.0,31.2,"median family income, families with own children under 18 (B19125_002E)"
4600025,2024,91050.0,13.0,"median family income, families with own children under 18 (B19125_002E)"
4600028,2024,86094.0,10.8,"median family income, families with own children under 18 (B19125_002E)"
4600036,2024,107583.0,10.7,"median family income, families with own children under 18 (B19125_002E)"
4600041,2024,109144.0,1.7,"median family income, families with own children under 18 (B19125_002E)"
4600042,2024,91250.0,2.5,"median family income, families with own children under 18 (B19125_002E)"
4600045,2024,98250.0,7.1,"median family income, families with own children under 18 (B19125_002E)"
4600046,2024,110192.0,11.2,"median family income, families with own children under 18 (B19125_002E)"
4600052,2024,114728.0,12.3,"median family income, families with own children under 18 (B19125_002E)"
4600053,2024,63750.0,20.1,"median family income, families with own children under 18 (B19125_002E)"
4601026,2024,104688.0,9.4,"median family income, families with own children under 18 (B19125_002E)"
4601028,2024,93971.0,14.6,"median family income, families with own children under 18 (B19125_002E)"
4602070,2024,98032.0,14.4,"median family income, families with own children under 18 (B19125_002E)"
4602640,2024,118750.0,0.0,"median family income, families with own children under 18 (B19125_002E)"
4603720,2024,107500.0,15.4,"median family income, families with own children under 18 (B19125_002E)"
4603780,2024,81250.0,7.6,"median family income, families with own children under 18 (B19125_002E)"
4603932,2024,102500.0,10.7,"median family income, families with own children under 18 (B19125_002E)"
4604270,2024,,45.2,"median family income, families with own children under 18 (B19125_002E)"
4604680,2024,117072.0,0.0,"median family income, families with own children under 18 (B19125_002E)"
4605610,2024,106372.0,10.3,"median family income, families with own children under 18 (B19125_002E)"
4606240,2024,66111.0,35.0,"median family income, families with own children under 18 (B19125_002E)"
4606360,2024,110170.0,1.1,"median family income, families with own children under 18 (B19125_002E)"
4606960,2024,,54.5,"median family income, families with own children under 18 (B19125_002E)"
4607050,2024,,15.1,"median family income, families with own children under 18 (B19125_002E)"
4607400,2024,109250.0,5.2,"median family income, families with own children under 18 (B19125_002E)"
4607670,2024,73000.0,43.1,"median family income, families with own children under 18 (B19125_002E)"
4607800,2024,89554.0,13.2,"median family income, families with own children under 18 (B19125_002E)"
4607950,2024,138762.0,1.5,"median family income, families with own children under 18 (B19125_002E)"
4608520,2024,106234.0,3.8,"median family income, families with own children under 18 (B19125_002E)"
4609300,2024,86250.0,4.9,"median family income, families with own children under 18 (B19125_002E)"
4609512,2024,113125.0,4.8,"median family income, families with own children under 18 (B19125_002E)"
4610320,2024,105288.0,8.5,"median family income, families with own children under 18 (B19125_002E)"
4610560,2024,112821.0,2.7,"median family income, families with own children under 18 (B19125_002E)"
4611280,2024,97135.0,5.4,"median family income, families with own children under 18 (B19125_002E)"
4611760,2024,103897.0,5.3,"median family income, families with own children under 18 (B19125_002E)"
4612000,2024,79271.0,16.0,"median family income, families with own children under 18 (B19125_002E)"
4612300,2024,96953.0,7.9,"median family income, families with own children under 18 (B19125_002E)"
4612940,2024,103462.0,3.0,"median family income, families with own children under 18 (B19125_002E)"
4614100,2024,110972.0,10.4,"median family income, families with own children under 18 (B19125_002E)"
4614130,2024,61042.0,34.4,"median family income, families with own children under 18 (B19125_002E)"
4616950,2024,115455.0,8.6,"median family income, families with own children under 18 (B19125_002E)"
4617850,2024,122813.0,12.2,"median family income, families with own children under 18 (B19125_002E)"
4618120,2024,130774.0,10.9,"median family income, families with own children under 18 (B19125_002E)"
4619170,2024,67500.0,14.8,"median family income, families with own children under 18 (B19125_002E)"
4619410,2024,84422.0,9.2,"median family income, families with own children under 18 (B19125_002E)"
4619450,2024,46250.0,48.7,"median family income, families with own children under 18 (B19125_002E)"
4619580,2024,66875.0,28.3,"median family income, families with own children under 18 (B19125_002E)"
4620100,2024,48750.0,45.1,"median family income, families with own children under 18 (B19125_002E)"
4620850,2024,105313.0,24.2,"median family income, families with own children under 18 (B19125_002E)"
4621300,2024,137946.0,3.1,"median family income, families with own children under 18 (B19125_002E)"
4621340,2024,108074.0,5.3,"median family income, families with own children under 18 (B19125_002E)"
4621390,2024,86500.0,28.3,"median family income, families with own children under 18 (B19125_002E)"
4621400,2024,106250.0,10.7,"median family income, families with own children under 18 (B19125_002E)"
4621420,2024,86875.0,8.5,"median family income, families with own children under 18 (B19125_002E)"
4622410,2024,82368.0,5.0,"median family income, families with own children under 18 (B19125_002E)"
4622500,2024,61607.0,10.2,"median family income, families with own children under 18 (B19125_002E)"
4622560,2024,82386.0,7.4,"median family income, families with own children under 18 (B19125_002E)"
4622940,2024,93482.0,0.0,"median family income, families with own children under 18 (B19125_002E)"
4624030,2024,87083.0,47.4,"median family income, families with own children under 18 (B19125_002E)"
4624390,2024,90845.0,17.7,"median family income, families with own children under 18 (B19125_002E)"
4624540,2024,82188.0,6.3,"median family income, families with own children under 18 (B19125_002E)"
4624850,2024,127143.0,12.1,"median family income, families with own children under 18 (B19125_002E)"
4625500,2024,100556.0,25.2,"median family income, families with own children under 18 (B19125_002E)"
4626370,2024,128173.0,1.2,"median family income, families with own children under 18 (B19125_002E)"
4626490,2024,108125.0,8.3,"median family income, families with own children under 18 (B19125_002E)"
4626970,2024,121136.0,4.9,"median family income, families with own children under 18 (B19125_002E)"
4629880,2024,112969.0,1.1,"median family income, families with own children under 18 (B19125_002E)"
4630490,2024,100750.0,2.7,"median family income, families with own children under 18 (B19125_002E)"
4630800,2024,92857.0,14.2,"median family income, families with own children under 18 (B19125_002E)"
4631350,2024,131168.0,5.8,"median family income, families with own children under 18 (B19125_002E)"
4631710,2024,103690.0,6.8,"median family income, families with own children under 18 (B19125_002E)"
4632340,2024,,14.0,"median family income, families with own children under 18 (B19125_002E)"
4632430,2024,112500.0,0.0,"median family income, families with own children under 18 (B19125_002E)"
4633360,2024,107708.0,1.5,"median family income, families with own children under 18 (B19125_002E)"
4634440,2024,102143.0,14.9,"median family income, families with own children under 18 (B19125_002E)"
4634480,2024,83750.0,29.4,"median family income, families with own children under 18 (B19125_002E)"
4634600,2024,132679.0,7.4,"median family income, families with own children under 18 (B19125_002E)"
4635480,2024,82982.0,15.0,"median family income, families with own children under 18 (B19125_002E)"
4636060,2024,96806.0,8.3,"median family income, families with own children under 18 (B19125_002E)"
4636150,2024,100625.0,9.4,"median family income, families with own children under 18 (B19125_002E)"
4636990,2024,155962.0,1.1,"median family income, families with own children under 18 (B19125_002E)"
4638220,2024,90000.0,21.1,"median family income, families with own children under 18 (B19125_002E)"
4639540,2024,73750.0,47.2,"median family income, families with own children under 18 (B19125_002E)"
4639600,2024,75705.0,11.5,"median family income, families with own children under 18 (B19125_002E)"
4639990,2024,115208.0,5.9,"median family income, families with own children under 18 (B19125_002E)"
4640860,2024,113864.0,1.7,"median family income, families with own children under 18 (B19125_002E)"
4641300,2024,98542.0,3.5,"median family income, families with own children under 18 (B19125_002E)"
4641520,2024,51705.0,36.6,"median family income, families with own children under 18 (B19125_002E)"
4641550,2024,97750.0,5.8,"median family income, families with own children under 18 (B19125_002E)"
4641640,2024,98750.0,2.0,"median family income, families with own children under 18 (B19125_002E)"
4644770,2024,77813.0,35.0,"median family income, families with own children under 18 (B19125_002E)"
4644940,2024,113162.0,3.5,"median family income, families with own children under 18 (B19125_002E)"
4645450,2024,93125.0,11.8,"median family income, families with own children under 18 (B19125_002E)"
4646260,2024,81250.0,55.6,"median family income, families with own children under 18 (B19125_002E)"
4646380,2024,59063.0,57.6,"median family income, families with own children under 18 (B19125_002E)"
4647100,2024,101875.0,8.6,"median family income, families with own children under 18 (B19125_002E)"
4647942,2024,101406.0,0.0,"median family income, families with own children under 18 (B19125_002E)"
4648390,2024,86238.0,12.5,"median family income, families with own children under 18 (B19125_002E)"
4648780,2024,116964.0,3.0,"median family income, families with own children under 18 (B19125_002E)"
4649650,2024,91875.0,1.0,"median family income, families with own children under 18 (B19125_002E)"
4650670,2024,120313.0,3.6,"median family income, families with own children under 18 (B19125_002E)"
4650850,2024,151818.0,1.0,"median family income, families with own children under 18 (B19125_002E)"
4651750,2024,107232.0,15.8,"median family income, families with own children under 18 (B19125_002E)"
4652770,2024,95833.0,10.5,"median family income, families with own children under 18 (B19125_002E)"
4654270,2024,132917.0,8.2,"median family income, families with own children under 18 (B19125_002E)"
4654300,2024,105739.0,5.8,"median family income, families with own children under 18 (B19125_002E)"
4655260,2024,96509.0,7.9,"median family income, families with own children under 18 (B19125_002E)"
4655710,2024,93125.0,24.1,"median family income, families with own children under 18 (B19125_002E)"
4659820,2024,93125.0,15.9,"median family income, families with own children under 18 (B19125_002E)"
4660450,2024,105840.0,3.1,"median family income, families with own children under 18 (B19125_002E)"
4663360,2024,93750.0,9.7,"median family income, families with own children under 18 (B19125_002E)"
4665180,2024,89375.0,7.2,"median family income, families with own children under 18 (B19125_002E)"
4665460,2024,16938.0,60.1,"median family income, families with own children under 18 (B19125_002E)"
4666270,2024,92287.0,12.4,"median family income, families with own children under 18 (B19125_002E)"
4666300,2024,111944.0,0.5,"median family income, families with own children under 18 (B19125_002E)"
4666930,2024,90361.0,17.0,"median family income, families with own children under 18 (B19125_002E)"
4669930,2024,89750.0,7.9,"median family income, families with own children under 18 (B19125_002E)"
4670140,2024,98125.0,25.7,"median family income, families with own children under 18 (B19125_002E)"
4671880,2024,63977.0,22.8,"median family income, families with own children under 18 (B19125_002E)"
4672090,2024,27708.0,57.3,"median family income, families with own children under 18 (B19125_002E)"
4672450,2024,79911.0,14.4,"median family income, families with own children under 18 (B19125_002E)"
4674370,2024,100104.0,6.8,"median family income, families with own children under 18 (B19125_002E)"
4674520,2024,103500.0,15.5,"median family income, families with own children under 18 (B19125_002E)"
4675420,2024,72222.0,29.3,"median family income, families with own children under 18 (B19125_002E)"
4675600,2024,,58.0,"median family income, families with own children under 18 (B19125_002E)"
4675660,2024,110625.0,4.8,"median family income, families with own children under 18 (B19125_002E)"
4676020,2024,140833.0,0.0,"median family income, families with own children under 18 (B19125_002E)"
4676620,2024,106696.0,6.1,"median family income, families with own children under 18 (B19125_002E)"
4676680,2024,,36.5,"median family income, families with own children under 18 (B19125_002E)"
4676740,2024,86250.0,13.1,"median family income, families with own children under 18 (B19125_002E)"
4676990,2024,105595.0,18.7,"median family income, families with own children under 18 (B19125_002E)"
4677460,2024,117917.0,10.6,"median family income, families with own children under 18 (B19125_002E)"
4678300,2024,88529.0,2.3,"median family income, families with own children under 18 (B19125_002E)"
4678510,2024,104167.0,14.5,"median family income, families with own children under 18 (B19125_002E)"
4678570,2024,39000.0,70.9,"median family income, families with own children under 18 (B19125_002E)"
4679350,2024,86250.0,2.4,"median family income, families with own children under 18 (B19125_002E)"
4679710,2024,76429.0,29.1,"median family income, families with own children under 18 (B19125_002E)"
4680100,2024,94750.0,12.9,"median family income, families with own children under 18 (B19125_002E)"
4680190,2024,92955.0,3.6,"median family income, families with own children under 18 (B19125_002E)"
4680430,2024,89159.0,17.9,"median family income, families with own children under 18 (B19125_002E)"
4680437,2024,42375.0,39.4,"median family income, families with own children under 18 (B19125_002E)"
4680438,2024,88750.0,29.4,"median family income, families with own children under 18 (B19125_002E)"
4680439,2024,73333.0,5.0,"median family income, families with own children under 18 (B19125_002E)"
4680440,2024,140208.0,3.4,"median family income, families with own children under 18 (B19125_002E)"
4680441,2024,81850.0,30.1,"median family income, families with own children under 18 (B19125_002E)"
4680445,2024,93571.0,19.2,"median family income, families with own children under 18 (B19125_002E)"
4680447,2024,99286.0,29.0,"median family income, families with own children under 18 (B19125_002E)"
4700030,2024,90938.0,15.5,"median family income, families with own children under 18 (B19125_002E)"
4700120,2024,54728.0,23.9,"median family income, families with own children under 18 (B19125_002E)"
4700154,2024,155545.0,1.7,"median family income, families with own children under 18 (B19125_002E)"
4700210,2024,33795.0,34.9,"median family income, families with own children under 18 (B19125_002E)"
4700720,2024,103190.0,10.0,"median family income, families with own children under 18 (B19125_002E)"
4700930,2024,44702.0,29.4,"median family income, families with own children under 18 (B19125_002E)"
4701140,2024,82946.0,16.1,"median family income, families with own children under 18 (B19125_002E)"
4701260,2024,133034.0,7.4,"median family income, families with own children under 18 (B19125_002E)"
4702370,2024,84715.0,20.6,"median family income, families with own children under 18 (B19125_002E)"
4702460,2024,49924.0,20.1,"median family income, families with own children under 18 (B19125_002E)"
4702610,2024,59076.0,18.8,"median family income, families with own children under 18 (B19125_002E)"
4703150,2024,95748.0,5.2,"median family income, families with own children under 18 (B19125_002E)"
4703210,2024,52917.0,45.5,"median family income, families with own children under 18 (B19125_002E)"
4703360,2024,58594.0,35.3,"median family income, families with own children under 18 (B19125_002E)"
4703660,2024,68600.0,19.2,"median family income, families with own children under 18 (B19125_002E)"
4704050,2024,58750.0,16.6,"median family income, families with own children under 18 (B19125_002E)"
4747001,2024,103190.0,10.0,"median family income, families with own children under 18 (B19125_002E)"
4747002,2024,155545.0,1.7,"median family income, families with own children under 18 (B19125_002E)"
4747029,2024,52917.0,45.5,"median family income, families with own children under 18 (B19125_002E)"
4747031,2024,59076.0,18.8,"median family income, families with own children under 18 (B19125_002E)"
4747033,2024,90938.0,15.5,"median family income, families with own children under 18 (B19125_002E)"
4747034,2024,33795.0,34.9,"median family income, families with own children under 18 (B19125_002E)"
4747073,2024,68600.0,19.2,"median family income, families with own children under 18 (B19125_002E)"
4747077,2024,49924.0,20.1,"median family income, families with own children under 18 (B19125_002E)"
4747079,2024,58594.0,35.3,"median family income, families with own children under 18 (B19125_002E)"
4747107,2024,54728.0,23.9,"median family income, families with own children under 18 (B19125_002E)"
4747108,2024,82946.0,16.1,"median family income, families with own children under 18 (B19125_002E)"
4747123,2024,58750.0,16.6,"median family income, families with own children under 18 (B19125_002E)"
4747143,2024,44702.0,29.4,"median family income, families with own children under 18 (B19125_002E)"
4747149,2024,95748.0,5.2,"median family income, families with own children under 18 (B19125_002E)"
4747187,2024,133034.0,7.4,"median family income, families with own children under 18 (B19125_002E)"
4747189,2024,84715.0,20.6,"median family income, families with own children under 18 (B19125_002E)"
4700001,2024,69702.0,24.5,"median family income, families with own children under 18 (B19125_002E)"
4700060,2024,62224.0,18.0,"median family income, families with own children under 18 (B19125_002E)"
4700078,2024,61535.0,15.7,"median family income, families with own children under 18 (B19125_002E)"
4700090,2024,72500.0,16.2,"median family income, families with own children under 18 (B19125_002E)"
4700148,2024,51915.0,32.7,"median family income, families with own children under 18 (B19125_002E)"
4700149,2024,187848.0,3.0,"median family income, families with own children under 18 (B19125_002E)"
4700150,2024,55201.0,17.8,"median family income, families with own children under 18 (B19125_002E)"
4700151,2024,187529.0,1.9,"median family income, families with own children under 18 (B19125_002E)"
4700152,2024,139366.0,3.8,"median family income, families with own children under 18 (B19125_002E)"
4700153,2024,126793.0,4.4,"median family income, families with own children under 18 (B19125_002E)"
4700180,2024,70675.0,22.8,"median family income, families with own children under 18 (B19125_002E)"
4700240,2024,67151.0,21.7,"median family income, families with own children under 18 (B19125_002E)"
4700270,2024,68281.0,32.0,"median family income, families with own children under 18 (B19125_002E)"
4700300,2024,96307.0,9.5,"median family income, families with own children under 18 (B19125_002E)"
4700330,2024,85845.0,9.8,"median family income, families with own children under 18 (B19125_002E)"
4700360,2024,71310.0,21.9,"median family income, families with own children under 18 (B19125_002E)"
4700420,2024,67670.0,21.1,"median family income, families with own children under 18 (B19125_002E)"
4700450,2024,82684.0,27.8,"median family income, families with own children under 18 (B19125_002E)"
4700510,2024,68294.0,21.9,"median family income, families with own children under 18 (B19125_002E)"
4700570,2024,101250.0,9.7,"median family income, families with own children under 18 (B19125_002E)"
4700600,2024,81526.0,18.7,"median family income, families with own children under 18 (B19125_002E)"
4700630,2024,70647.0,20.2,"median family income, families with own children under 18 (B19125_002E)"
4700660,2024,59175.0,25.6,"median family income, families with own children under 18 (B19125_002E)"
4700690,2024,70849.0,25.3,"median family income, families with own children under 18 (B19125_002E)"
4700750,2024,51981.0,35.9,"median family income, families with own children under 18 (B19125_002E)"
4700780,2024,80710.0,26.2,"median family income, families with own children under 18 (B19125_002E)"
4700850,2024,91563.0,24.9,"median family income, families with own children under 18 (B19125_002E)"
4700900,2024,69844.0,22.7,"median family income, families with own children under 18 (B19125_002E)"
4700960,2024,66492.0,26.1,"median family income, families with own children under 18 (B19125_002E)"
4700990,2024,62439.0,27.1,"median family income, families with own children under 18 (B19125_002E)"
4701020,2024,82249.0,14.5,"median family income, families with own children under 18 (B19125_002E)"
4701050,2024,70792.0,13.1,"median family income, families with own children under 18 (B19125_002E)"
4701080,2024,49563.0,29.4,"median family income, families with own children under 18 (B19125_002E)"
4701110,2024,65556.0,24.2,"median family income, families with own children under 18 (B19125_002E)"
4701170,2024,93801.0,17.8,"median family income, families with own children under 18 (B19125_002E)"
4701200,2024,44645.0,18.7,"median family income, families with own children under 18 (B19125_002E)"
4701230,2024,58887.0,24.9,"median family income, families with own children under 18 (B19125_002E)"
4701290,2024,78214.0,19.7,"median family income, families with own children under 18 (B19125_002E)"
4701390,2024,85833.0,16.5,"median family income, families with own children under 18 (B19125_002E)"
4701400,2024,93250.0,11.6,"median family income, families with own children under 18 (B19125_002E)"
4701410,2024,90466.0,20.2,"median family income, families with own children under 18 (B19125_002E)"
4701440,2024,69924.0,24.4,"median family income, families with own children under 18 (B19125_002E)"
4701470,2024,77888.0,20.2,"median family income, families with own children under 18 (B19125_002E)"
4701500,2024,54219.0,19.5,"median family income, families with own children under 18 (B19125_002E)"
4701530,2024,63955.0,20.8,"median family income, families with own children under 18 (B19125_002E)"
4701590,2024,99930.0,20.2,"median family income, families with own children under 18 (B19125_002E)"
4701620,2024,50000.0,42.3,"median family income, families with own children under 18 (B19125_002E)"
4701650,2024,56091.0,29.1,"median family income, families with own children under 18 (B19125_002E)"
4701680,2024,61158.0,26.1,"median family income, families with own children under 18 (B19125_002E)"
4701740,2024,66161.0,17.6,"median family income, families with own children under 18 (B19125_002E)"
4701770,2024,52875.0,32.4,"median family income, families with own children under 18 (B19125_002E)"
4701800,2024,60000.0,19.8,"median family income, families with own children under 18 (B19125_002E)"
4701830,2024,54591.0,22.9,"median family income, families with own children under 18 (B19125_002E)"
4701860,2024,71286.0,13.1,"median family income, families with own children under 18 (B19125_002E)"
4701890,2024,61364.0,29.3,"median family income, families with own children under 18 (B19125_002E)"
4701920,2024,80638.0,8.4,"median family income, families with own children under 18 (B19125_002E)"
4701950,2024,57523.0,13.1,"median family income, families with own children under 18 (B19125_002E)"
4701980,2024,85787.0,21.2,"median family income, families with own children under 18 (B19125_002E)"
4702010,2024,54574.0,19.7,"median family income, families with own children under 18 (B19125_002E)"
4702070,2024,84519.0,25.5,"median family income, families with own children under 18 (B19125_002E)"
4702100,2024,87435.0,15.9,"median family income, families with own children under 18 (B19125_002E)"
4702130,2024,78187.0,21.6,"median family income, families with own children under 18 (B19125_002E)"
4702160,2024,62100.0,39.9,"median family income, families with own children under 18 (B19125_002E)"
4702190,2024,69018.0,33.5,"median family income, families with own children under 18 (B19125_002E)"
4702220,2024,98219.0,13.9,"median family income, families with own children under 18 (B19125_002E)"
4702280,2024,,49.7,"median family income, families with own children under 18 (B19125_002E)"
4702310,2024,60250.0,28.8,"median family income, families with own children under 18 (B19125_002E)"
4702340,2024,72048.0,16.7,"median family income, families with own children under 18 (B19125_002E)"
4702400,2024,62738.0,27.6,"median family income, families with own children under 18 (B19125_002E)"
4702430,2024,79766.0,11.0,"median family income, families with own children under 18 (B19125_002E)"
4702490,2024,99615.0,15.9,"median family income, families with own children under 18 (B19125_002E)"
4702520,2024,87949.0,24.9,"median family income, families with own children under 18 (B19125_002E)"
4702550,2024,73454.0,24.0,"median family income, families with own children under 18 (B19125_002E)"
4702580,2024,66085.0,27.6,"median family income, families with own children under 18 (B19125_002E)"
4702640,2024,79330.0,20.5,"median family income, families with own children under 18 (B19125_002E)"
4702670,2024,92393.0,14.6,"median family income, families with own children under 18 (B19125_002E)"
4702700,2024,115903.0,6.0,"median family income, families with own children under 18 (B19125_002E)"
4702760,2024,88750.0,12.8,"median family income, families with own children under 18 (B19125_002E)"
4702790,2024,63750.0,18.0,"median family income, families with own children under 18 (B19125_002E)"
4702820,2024,76092.0,14.9,"median family income, families with own children under 18 (B19125_002E)"
4702880,2024,74351.0,17.9,"median family income, families with own children under 18 (B19125_002E)"
4702910,2024,82286.0,10.9,"median family income, families with own children under 18 (B19125_002E)"
4702970,2024,73973.0,20.0,"median family income, families with own children under 18 (B19125_002E)"
4703000,2024,59787.0,20.4,"median family income, families with own children under 18 (B19125_002E)"
4703030,2024,86510.0,14.3,"median family income, families with own children under 18 (B19125_002E)"
4703060,2024,96583.0,8.0,"median family income, families with own children under 18 (B19125_002E)"
4703090,2024,81196.0,20.3,"median family income, families with own children under 18 (B19125_002E)"
4703180,2024,85182.0,20.9,"median family income, families with own children under 18 (B19125_002E)"
4703240,2024,81667.0,18.0,"median family income, families with own children under 18 (B19125_002E)"
4703270,2024,76316.0,20.6,"median family income, families with own children under 18 (B19125_002E)"
4703300,2024,44881.0,53.5,"median family income, families with own children under 18 (B19125_002E)"
4703330,2024,72383.0,20.1,"median family income, families with own children under 18 (B19125_002E)"
4703390,2024,76657.0,32.1,"median family income, families with own children under 18 (B19125_002E)"
4703420,2024,52292.0,44.9,"median family income, families with own children under 18 (B19125_002E)"
4703450,2024,92174.0,13.5,"median family income, families with own children under 18 (B19125_002E)"
4703480,2024,74116.0,24.7,"median family income, families with own children under 18 (B19125_002E)"
4703510,2024,59488.0,15.6,"median family income, families with own children under 18 (B19125_002E)"
4703540,2024,52273.0,25.5,"median family income, families with own children under 18 (B19125_002E)"
4703590,2024,79719.0,16.8,"median family income, families with own children under 18 (B19125_002E)"
4703600,2024,97225.0,14.7,"median family income, families with own children under 18 (B19125_002E)"
4703690,2024,90940.0,14.7,"median family income, families with own children under 18 (B19125_002E)"
4703720,2024,60479.0,21.3,"median family income, families with own children under 18 (B19125_002E)"
4703750,2024,68117.0,28.6,"median family income, families with own children under 18 (B19125_002E)"
4703780,2024,70497.0,18.9,"median family income, families with own children under 18 (B19125_002E)"
4703870,2024,81493.0,8.7,"median family income, families with own children under 18 (B19125_002E)"
4703900,2024,79375.0,15.9,"median family income, families with own children under 18 (B19125_002E)"
4703960,2024,86000.0,23.3,"median family income, families with own children under 18 (B19125_002E)"
4703990,2024,84298.0,21.1,"median family income, families with own children under 18 (B19125_002E)"
4704020,2024,102485.0,12.4,"median family income, families with own children under 18 (B19125_002E)"
4704080,2024,81096.0,19.8,"median family income, families with own children under 18 (B19125_002E)"
4704100,2024,63252.0,25.6,"median family income, families with own children under 18 (B19125_002E)"
4704170,2024,58502.0,20.4,"median family income, families with own children under 18 (B19125_002E)"
4704200,2024,78670.0,19.6,"median family income, families with own children under 18 (B19125_002E)"
4704230,2024,61581.0,20.3,"median family income, families with own children under 18 (B19125_002E)"
4704260,2024,81263.0,25.1,"median family income, families with own children under 18 (B19125_002E)"
4704290,2024,75337.0,15.6,"median family income, families with own children under 18 (B19125_002E)"
4704320,2024,65602.0,23.0,"median family income, families with own children under 18 (B19125_002E)"
4704350,2024,61524.0,20.4,"median family income, families with own children under 18 (B19125_002E)"
4704380,2024,92607.0,13.6,"median family income, families with own children under 18 (B19125_002E)"
4704440,2024,59907.0,20.6,"median family income, families with own children under 18 (B19125_002E)"
4704470,2024,64420.0,25.1,"median family income, families with own children under 18 (B19125_002E)"
4704490,2024,62037.0,27.2,"median family income, families with own children under 18 (B19125_002E)"
4704500,2024,70526.0,16.9,"median family income, families with own children under 18 (B19125_002E)"
4704530,2024,186410.0,4.4,"median family income, families with own children under 18 (B19125_002E)"
4704550,2024,134139.0,6.0,"median family income, families with own children under 18 (B19125_002E)"
4844250,2024,128750.0,1.6,"median family income, families with own children under 18 (B19125_002E)"
4848285,2024,128750.0,1.6,"median family income, families with own children under 18 (B19125_002E)"
4800001,2024,72955.0,29.9,"median family income, families with own children under 18 (B19125_002E)"
4800002,2024,77750.0,34.4,"median family income, families with own children under 18 (B19125_002E)"
4800003,2024,,55.1,"median family income, families with own children under 18 (B19125_002E)"
4800005,2024,,0.0,"median family income, families with own children under 18 (B19125_002E)"
4800006,2024,82917.0,22.7,"median family income, families with own children under 18 (B19125_002E)"
4800007,2024,61838.0,18.3,"median family income, families with own children under 18 (B19125_002E)"
4800008,2024,214258.0,1.5,"median family income, families with own children under 18 (B19125_002E)"
4800009,2024,122014.0,24.0,"median family income, families with own children under 18 (B19125_002E)"
4800010,2024,105989.0,7.4,"median family income, families with own children under 18 (B19125_002E)"
4800011,2024,103114.0,20.4,"median family income, families with own children under 18 (B19125_002E)"
4800012,2024,88313.0,19.6,"median family income, families with own children under 18 (B19125_002E)"
4807350,2024,107384.0,15.3,"median family income, families with own children under 18 (B19125_002E)"
4807380,2024,135833.0,0.0,"median family income, families with own children under 18 (B19125_002E)"
4807410,2024,98147.0,0.0,"median family income, families with own children under 18 (B19125_002E)"
4807440,2024,63332.0,20.0,"median family income, families with own children under 18 (B19125_002E)"
4807470,2024,90139.0,7.7,"median family income, families with own children under 18 (B19125_002E)"
4807500,2024,144091.0,12.5,"median family income, families with own children under 18 (B19125_002E)"
