geoid,lat,lon,mean_sign_post,local_moran_I,quadrant,p_approx
4825500,32.64234,-97.21081,-1.000,3.0053,LL,0.0000
4825560,31.93839,-102.99599,-0.333,0.8126,LL,0.0000
4825590,30.01033,-99.19164,-1.000,3.0053,LL,0.0000
4825620,32.36460,-94.81990,-1.000,3.0053,LL,0.0000
4825660,31.12881,-97.75978,-1.000,3.0053,LL,0.0000
4825680,27.55711,-97.94885,-1.000,3.0053,LL,0.0000
4825710,30.67637,-93.98312,-0.333,1.1877,LL,0.0000
4825740,30.04224,-95.52363,-0.333,1.0939,LL,0.0000
4825980,33.27882,-97.30231,-1.000,3.0053,LL,0.0000
4826040,26.17886,-97.82220,-1.000,3.0053,LL,0.0000
4826100,29.92040,-96.89070,-1.000,3.0053,LL,0.0000
4826130,26.30843,-98.43746,-1.000,2.8250,LL,0.0000
4826190,29.65844,-95.03761,-0.333,0.8126,LL,0.0000
4826220,32.09379,-95.64166,-1.000,3.0053,LL,0.0000
4826280,31.60428,-97.06678,-1.000,3.0053,LL,0.0000
4826310,29.35491,-98.11836,-1.000,3.0053,LL,0.0000
4826370,29.35825,-98.66376,-1.000,3.0053,LL,0.0000
4826400,30.44520,-97.97574,-1.000,3.0053,LL,0.0000
4826470,30.34982,-98.00908,-1.000,3.0053,LL,0.0000
4826490,32.81429,-97.40421,-1.000,3.0053,LL,0.0000
4826580,29.55001,-95.80827,-0.333,0.8126,LL,0.0000
4826610,32.75115,-101.88230,-0.333,0.8126,LL,0.0000
4826640,31.12279,-98.14366,-1.000,3.0053,LL,0.0000
4826670,32.58906,-96.77115,-1.000,3.0053,LL,0.0000
4826790,27.51070,-99.49023,-0.333,1.1877,LL,0.0000
4826910,31.38926,-95.48861,-1.000,3.0053,LL,0.0000
4827030,30.51903,-97.88554,-1.000,3.0053,LL,0.0000
4827210,33.38225,-96.24931,-1.000,3.0053,LL,0.0000
4827240,33.61329,-102.42240,-0.333,0.8126,LL,0.0000
4827300,33.05088,-96.99074,-1.000,3.0053,LL,0.0000
4827390,33.35190,-94.11719,-1.000,3.0053,LL,0.0000
4827420,30.67906,-97.92040,-1.000,3.0053,LL,0.0000
4827450,29.98919,-94.72433,-0.333,0.8126,LL,0.0000
4827510,32.51494,-95.44217,-1.000,3.0053,LL,0.0000
4827540,33.00119,-94.36223,-1.000,3.0053,LL,0.0000
4827570,33.65545,-97.23616,-1.000,3.0053,LL,0.0000
4827630,32.52072,-98.02966,-1.000,3.0053,LL,0.0000
4827690,30.19400,-93.82643,-0.333,0.8126,LL,0.0000
4827720,33.14823,-96.94840,-1.000,3.0053,LL,0.0000
4827750,33.92182,-102.35076,-0.333,0.8126,LL,0.0000
4827780,30.71183,-94.90999,-1.000,2.8250,LL,0.0000
4827870,29.88643,-97.61022,-1.000,3.0053,LL,0.0000
4827890,34.17811,-101.44152,-1.000,1.7431,LL,0.0000
4827990,27.61920,-97.47858,-1.000,3.0053,LL,0.0000
4828020,33.01118,-95.96620,-1.000,3.0053,LL,0.0000
4828110,32.49686,-94.72680,-1.000,3.0053,LL,0.0000
4828200,31.39398,-97.21835,-1.000,3.0053,LL,0.0000
4828290,26.18872,-97.39237,-1.000,3.0053,LL,0.0000
4828350,29.12544,-96.36427,-0.333,1.0939,LL,0.0000
4828380,33.11457,-96.59149,-1.000,3.0053,LL,0.0000
4828500,33.58030,-101.86302,-0.333,0.8126,LL,0.0000
4828550,31.33591,-94.67641,-1.000,3.0053,LL,0.0000
4828590,29.70095,-97.64868,-1.000,3.0053,LL,0.0000
4828680,32.40120,-96.11016,-1.000,3.0053,LL,0.0000
4828710,30.94388,-95.86594,-1.000,3.0053,LL,0.0000
4828740,30.21141,-95.70448,-1.000,2.4644,LL,0.0000
4828890,30.33085,-97.55842,-1.000,3.0053,LL,0.0000
4828920,32.58001,-97.13999,-1.000,3.0053,LL,0.0000
4829010,30.55729,-98.21232,-1.000,3.0053,LL,0.0000
4829100,29.54131,-98.11184,-1.000,3.0053,LL,0.0000
4829160,32.52015,-94.35689,-1.000,3.0053,LL,0.0000
4829190,31.53551,-96.78939,-1.000,3.0053,LL,0.0000
4829280,30.73370,-99.22922,-1.000,3.0053,LL,0.0000
4829400,28.08903,-97.79955,-1.000,3.0053,LL,0.0000
4829460,33.33468,-94.35236,-1.000,3.0053,LL,0.0000
4829670,26.21695,-98.23776,-1.000,3.0053,LL,0.0000
4829850,33.21711,-96.61506,-1.000,3.0053,LL,0.0000
4830120,33.27978,-96.54902,-1.000,3.0053,LL,0.0000
4830180,34.59413,-100.61217,-1.000,3.0053,LL,0.0000
4830250,26.14653,-97.89799,-1.000,3.0053,LL,0.0000
4830300,31.91486,-97.62905,-1.000,3.0053,LL,0.0000
4830360,31.30342,-100.98130,-0.333,1.2815,LL,0.0000
4830390,32.75850,-96.59388,-1.000,3.0053,LL,0.0000
4830420,31.65862,-96.49532,-1.000,3.0053,LL,0.0000
4830570,31.81209,-102.06465,-0.333,0.8126,LL,0.0000
4830600,32.47230,-97.00046,-1.000,3.0053,LL,0.0000
4830640,31.49744,-97.26618,-1.000,3.0053,LL,0.0000
4830720,32.01291,-96.32603,-1.000,3.0053,LL,0.0000
4830750,31.62107,-100.18141,-1.000,2.6447,LL,0.0000
4830810,33.02901,-95.79056,-1.000,3.0053,LL,0.0000
4830870,32.72052,-97.98971,-1.000,3.0053,LL,0.0000
4830930,32.66925,-95.43598,-1.000,3.0053,LL,0.0000
4830950,32.82558,-98.14468,-1.000,3.0053,LL,0.0000
4831040,26.24506,-98.32078,-1.000,3.0053,LL,0.0000
4831170,31.53731,-103.09205,-0.333,0.8126,LL,0.0000
4831260,30.40188,-95.69242,-1.000,2.8250,LL,0.0000
4831290,31.29449,-97.38526,-1.000,3.0053,LL,0.0000
4831470,33.73180,-102.81470,-0.333,0.8126,LL,0.0000
4831650,31.88896,-94.68655,-1.000,3.0053,LL,0.0000
4831760,33.13695,-95.04965,-1.000,3.0053,LL,0.0000
4831770,33.17585,-95.21907,-1.000,3.0053,LL,0.0000
4831860,33.68755,-97.37341,-1.000,3.0053,LL,0.0000
4831890,34.17278,-102.80696,-0.333,0.8126,LL,0.0000
4831970,33.46703,-99.57914,-1.000,3.0053,LL,0.0000
4832090,31.59719,-94.67317,-1.000,3.0053,LL,0.0000
4832130,29.20112,-98.86810,-1.000,3.0053,LL,0.0000
4832160,29.69708,-97.96701,-1.000,3.0053,LL,0.0000
4832190,30.38283,-96.03227,-1.000,3.0053,LL,0.0000
4832250,31.90589,-95.51505,-1.000,3.0053,LL,0.0000
4832280,29.97725,-94.00542,-0.333,0.8126,LL,0.0000
4832310,29.37411,-95.78153,-0.333,0.8126,LL,0.0000
4832340,33.46333,-94.41681,-1.000,3.0053,LL,0.0000
4832370,29.70465,-98.17756,-1.000,3.0053,LL,0.0000
4832400,30.13209,-95.22870,-0.333,1.0939,LL,0.0000
4832430,33.74987,-101.85844,-0.333,0.8126,LL,0.0000
4832490,33.31598,-101.95494,-0.333,0.8126,LL,0.0000
4832640,30.57137,-95.49206,-1.000,3.0053,LL,0.0000
4832730,30.75110,-93.73653,-0.333,1.0939,LL,0.0000
4832910,31.06316,-96.12722,-1.000,3.0053,LL,0.0000
4832940,29.57784,-98.45066,-1.000,3.0053,LL,0.0000
4833010,33.78699,-95.58479,-1.000,3.0053,LL,0.0000
4833120,29.55275,-98.69034,-1.000,3.0053,LL,0.0000
4833180,33.03301,-97.35488,-1.000,3.0053,LL,0.0000
4833630,33.42109,-98.83485,-1.000,3.0053,LL,0.0000
4833660,34.12163,-102.16199,-0.333,0.8126,LL,0.0000
4833690,30.82891,-95.09676,-1.000,3.0053,LL,0.0000
4833780,30.03896,-93.96935,-0.333,0.8126,LL,0.0000
4833840,32.81430,-94.75769,-1.000,3.0053,LL,0.0000
4834050,31.84126,-95.66173,-1.000,3.0053,LL,0.0000
4834110,32.43987,-96.67805,-1.000,3.0053,LL,0.0000
4834170,35.62834,-100.92785,-1.000,3.0053,LL,0.0000
4834230,35.38876,-101.44412,-1.000,2.6447,LL,0.0000
4834290,33.66057,-95.56358,-1.000,3.0053,LL,0.0000
4834320,29.64757,-95.20691,-0.333,0.8126,LL,0.0000
4834440,29.55491,-95.30812,-0.333,0.8126,LL,0.0000
4834470,28.87215,-99.07575,-1.000,3.0053,LL,0.0000
4834500,32.88037,-97.88466,-1.000,3.0053,LL,0.0000
4834550,31.39022,-103.63184,-0.333,0.7189,LL,0.0000
4834650,36.26999,-100.79416,-1.000,3.0053,LL,0.0000
4834710,34.03059,-98.26749,-1.000,3.0053,LL,0.0000
4834770,28.61666,-97.75248,-1.000,3.0053,LL,0.0000
4834830,30.44095,-97.58639,-1.000,3.0053,LL,0.0000
4834860,26.18033,-98.16351,-1.000,3.0053,LL,0.0000
4834920,33.39511,-96.98608,-1.000,3.0053,LL,0.0000
4834980,32.49910,-94.81263,-1.000,3.0053,LL,0.0000
4835010,32.95726,-94.97666,-1.000,3.0053,LL,0.0000
4835040,33.21834,-102.84714,-0.333,0.8126,LL,0.0000
4835070,34.18953,-101.74692,-0.333,1.0002,LL,0.0000
4835100,33.03618,-96.72243,-1.000,3.0053,LL,0.0000
4835130,33.51791,-94.13711,-1.000,3.0053,LL,0.0000
4835190,28.88329,-98.36169,-1.000,3.0053,LL,0.0000
4835250,26.02639,-97.16310,-1.000,3.0053,LL,0.0000
4835310,33.18580,-97.29631,-1.000,3.0053,LL,0.0000
4835370,27.78462,-97.09446,-1.000,3.0053,LL,0.0000
4835400,29.88947,-93.94621,-0.333,0.8126,LL,0.0000
4835430,29.96410,-93.90931,-0.333,0.8126,LL,0.0000
4835520,29.07226,-98.67543,-1.000,3.0053,LL,0.0000
4835550,29.03324,-98.09935,-1.000,3.0053,LL,0.0000
4835560,35.37202,-101.66040,-1.000,2.4644,LL,0.0000
4835570,35.42857,-101.99784,-0.333,1.3752,LL,0.0000
4835580,33.77923,-96.69901,-1.000,3.0053,LL,0.0000
4835740,33.55430,-95.38293,-1.000,3.0053,LL,0.0000
4835850,33.14103,-96.49597,-1.000,3.0053,LL,0.0000
4836000,33.24307,-96.78899,-1.000,3.0053,LL,0.0000
4836180,34.29348,-99.79891,-1.000,3.0053,LL,0.0000
4836240,32.91090,-96.11942,-1.000,3.0053,LL,0.0000
4836300,32.82059,-95.40737,-1.000,3.0053,LL,0.0000
4836360,32.87046,-95.79561,-1.000,3.0053,LL,0.0000
4836390,33.60292,-101.36834,-0.333,0.9064,LL,0.0000
4836450,29.53102,-98.27818,-1.000,3.0053,LL,0.0000
4836510,31.40636,-101.97155,-0.333,0.8126,LL,0.0000
4836570,31.37519,-101.51440,-0.333,1.0002,LL,0.0000
4836630,33.47702,-94.17017,-1.000,3.0053,LL,0.0000
4836660,32.51539,-96.81102,-1.000,3.0053,LL,0.0000
4836930,27.41784,-97.83117,-1.000,3.0053,LL,0.0000
4837020,32.93714,-96.73573,-1.000,3.0053,LL,0.0000
4837140,26.44742,-98.68360,-0.333,1.5628,LL,0.0000
4837170,26.25308,-97.60845,-1.000,3.0053,LL,0.0000
4837260,35.39144,-101.81574,-1.000,2.4644,LL,0.0000
4837410,31.43832,-97.08095,-1.000,3.0053,LL,0.0000
4837440,27.76722,-97.68327,-1.000,3.0053,LL,0.0000
4837590,30.67880,-97.05809,-1.000,3.0053,LL,0.0000
4837650,32.88879,-96.44406,-1.000,3.0053,LL,0.0000
4837800,33.56629,-101.66566,-0.333,0.8126,LL,0.0000
4837860,32.48943,-100.56501,-1.000,2.6447,LL,0.0000
4837900,31.12447,-96.98964,-1.000,3.0053,LL,0.0000
4838080,30.49540,-97.70916,-1.000,3.0053,LL,0.0000
4838220,32.94554,-96.31110,-1.000,3.0053,LL,0.0000
4838360,31.80816,-95.14899,-1.000,3.0053,LL,0.0000
4838400,33.65788,-96.76875,-1.000,3.0053,LL,0.0000
4838460,32.43678,-94.92381,-1.000,3.0053,LL,0.0000
4838520,33.75668,-97.53812,-1.000,3.0053,LL,0.0000
4838580,30.93455,-97.56663,-1.000,3.0053,LL,0.0000
4838700,31.39897,-100.52400,-1.000,2.4644,LL,0.0000
4838730,29.42088,-98.47097,-1.000,3.0053,LL,0.0000
4838790,26.08639,-97.67724,-1.000,3.0053,LL,0.0000
4838900,29.69719,-100.82498,-0.333,1.2815,LL,0.0000
4838970,29.85715,-97.93629,-1.000,3.0053,LL,0.0000
4839030,31.13772,-98.71025,-1.000,3.0053,LL,0.0000
4839150,35.66368,-101.56414,-1.000,2.8250,LL,0.0000
4839180,33.37159,-97.19083,-1.000,3.0053,LL,0.0000
4839270,29.38102,-95.12202,-0.333,0.8126,LL,0.0000
4839300,27.38914,-97.97557,-1.000,3.0053,LL,0.0000
4839330,26.08668,-97.81706,-1.000,3.0053,LL,0.0000
4839480,29.54827,-98.24464,-1.000,3.0053,LL,0.0000
4839510,30.89623,-100.52722,-0.333,1.3752,LL,0.0000
4839540,29.72241,-96.93975,-1.000,3.0053,LL,0.0000
4839570,32.49136,-96.39182,-1.000,3.0053,LL,0.0000
4839600,32.93780,-102.58288,-0.333,0.8126,LL,0.0000
4839630,29.77406,-96.19003,-1.000,2.2840,LL,0.0000
4839690,29.54205,-97.88656,-1.000,3.0053,LL,0.0000
4839750,32.70376,-102.69193,-0.333,0.8126,LL,0.0000
4839780,33.62103,-99.24377,-1.000,3.0053,LL,0.0000
4839870,33.70074,-102.01917,-0.333,0.8126,LL,0.0000
4839930,26.24159,-98.27643,-1.000,3.0053,LL,0.0000
4839990,29.86255,-95.17519,-0.333,0.8126,LL,0.0000
4840020,30.48645,-95.00403,-1.000,2.8250,LL,0.0000
4840080,33.64002,-96.59057,-1.000,3.0053,LL,0.0000
4840110,29.43225,-97.18007,-1.000,3.0053,LL,0.0000
4840230,30.41657,-94.18197,-0.333,0.9064,LL,0.0000
4840350,28.06801,-97.52602,-1.000,3.0053,LL,0.0000
4840440,33.45324,-101.65218,-0.333,0.8126,LL,0.0000
4840470,33.36496,-97.43457,-1.000,3.0053,LL,0.0000
4840550,29.99583,-97.20237,-1.000,3.0053,LL,0.0000
4840590,33.61800,-102.15584,-0.333,0.8126,LL,0.0000
4840650,32.81725,-100.94140,-1.000,2.1037,LL,0.0000
4840680,29.34844,-98.57630,-1.000,3.0053,LL,0.0000
4840740,29.21071,-98.62053,-1.000,3.0053,LL,0.0000
4840800,30.52219,-100.51336,-0.333,1.2815,LL,0.0000
4840920,29.20727,-98.45886,-1.000,3.0053,LL,0.0000
4840950,29.29792,-98.67390,-1.000,3.0053,LL,0.0000
4841010,36.20621,-101.17369,-1.000,3.0053,LL,0.0000
4841070,30.25625,-95.19271,-1.000,2.2840,LL,0.0000
4841100,29.79204,-95.53587,-0.333,0.8126,LL,0.0000
4841190,32.55973,-94.80997,-1.000,3.0053,LL,0.0000
4841220,29.98976,-95.45967,-0.333,0.9064,LL,0.0000
4841280,32.96590,-97.67492,-1.000,3.0053,LL,0.0000
4841350,29.62572,-95.56574,-0.333,0.8126,LL,0.0000
4841430,32.17309,-101.90296,-0.333,0.8126,LL,0.0000
4841520,32.21107,-98.14256,-1.000,3.0053,LL,0.0000
4841580,35.81755,-101.36137,-1.000,3.0053,LL,0.0000
4841610,29.27616,-97.91794,-1.000,3.0053,LL,0.0000
4841670,36.28981,-102.08342,-1.000,2.6447,LL,0.0000
4841760,33.97863,-102.72904,-0.333,0.8126,LL,0.0000
4841850,33.45883,-102.51733,-0.333,0.8126,LL,0.0000
4841880,32.80053,-96.54758,-1.000,3.0053,LL,0.0000
4841970,28.96577,-95.60623,-0.333,0.8126,LL,0.0000
4842030,32.50641,-100.34692,-1.000,2.8250,LL,0.0000
4842120,33.41976,-95.12200,-1.000,3.0053,LL,0.0000
4842240,32.32437,-94.56373,-1.000,3.0053,LL,0.0000
4842280,30.54885,-97.42478,-1.000,3.0053,LL,0.0000
4842300,31.59832,-96.26101,-1.000,3.0053,LL,0.0000
4842330,31.09338,-97.34725,-1.000,3.0053,LL,0.0000
4842360,31.92244,-94.22284,-1.000,3.0053,LL,0.0000
4842450,32.75613,-96.24587,-1.000,3.0053,LL,0.0000
4842510,29.36947,-94.90518,-0.333,0.8126,LL,0.0000
4842660,30.56822,-97.29943,-1.000,3.0053,LL,0.0000
4842690,28.50286,-98.19282,-1.000,3.0053,LL,0.0000
4842870,33.46680,-96.88318,-1.000,3.0053,LL,0.0000
4842900,32.36265,-97.92435,-1.000,3.0053,LL,0.0000
4842960,30.09735,-95.64155,-1.000,2.1037,LL,0.0000
4843140,33.42146,-96.33946,-1.000,3.0053,LL,0.0000
4843230,32.12520,-95.11051,-1.000,3.0053,LL,0.0000
4843260,31.17649,-97.28331,-1.000,3.0053,LL,0.0000
4843290,31.72277,-95.74660,-1.000,3.0053,LL,0.0000
4843320,34.55352,-101.71506,-0.333,1.0002,LL,0.0000
4843350,27.79721,-97.54173,-1.000,3.0053,LL,0.0000
4843650,27.85602,-99.43056,-0.333,1.1877,LL,0.0000
4843720,29.20910,-99.79654,-1.000,2.6447,LL,0.0000
4843760,31.68973,-97.48666,-1.000,3.0053,LL,0.0000
4843800,26.11243,-98.22709,-1.000,3.0053,LL,0.0000
4843860,33.49594,-97.13626,-1.000,3.0053,LL,0.0000
4843890,33.42933,-96.56154,-1.000,3.0053,LL,0.0000
4843950,28.84214,-95.76455,-0.333,0.8126,LL,0.0000
4844010,32.44346,-97.11990,-1.000,3.0053,LL,0.0000
4844110,34.02967,-99.27691,-1.000,3.0053,LL,0.0000
4844150,28.81181,-96.99820,-1.000,2.8250,LL,0.0000
4844160,30.16754,-94.02258,-0.333,0.8126,LL,0.0000
4844280,31.54331,-97.15643,-1.000,3.0053,LL,0.0000
4844410,31.29393,-100.26325,-1.000,2.4644,LL,0.0000
4844470,29.60053,-96.01757,-0.333,0.9064,LL,0.0000
4844580,30.58199,-94.35028,-1.000,2.2840,LL,0.0000
4844670,32.50551,-94.08932,-1.000,3.0053,LL,0.0000
4844710,31.66065,-100.75568,-0.333,1.3752,LL,0.0000
4844730,32.35634,-96.86349,-1.000,3.0053,LL,0.0000
4844800,32.72332,-97.76749,-1.000,3.0053,LL,0.0000
4844820,29.66167,-96.74529,-1.000,3.0053,LL,0.0000
4844890,34.91444,-100.23083,-1.000,3.0053,LL,0.0000
4844960,26.18633,-97.97404,-1.000,3.0053,LL,0.0000
4845040,31.76480,-97.08984,-1.000,3.0053,LL,0.0000
4845090,30.09582,-93.77135,-0.333,0.8126,LL,0.0000
4845120,27.73628,-97.52290,-1.000,3.0053,LL,0.0000
4845150,32.19723,-94.90529,-1.000,3.0053,LL,0.0000
4845180,31.30468,-93.98175,-1.000,3.0053,LL,0.0000
4845380,29.25744,-96.07891,-0.333,0.8126,LL,0.0000
4845420,35.41709,-100.33722,-1.000,3.0053,LL,0.0000
4845480,32.51234,-94.86018,-1.000,3.0053,LL,0.0000
4845540,32.77069,-97.48900,-1.000,3.0053,LL,0.0000
4845570,33.57674,-102.80536,-0.333,0.8126,LL,0.0000
4845600,32.21564,-95.23957,-1.000,3.0053,LL,0.0000
4845630,33.76971,-96.91885,-1.000,3.0053,LL,0.0000
4845720,31.96911,-97.34142,-1.000,3.0053,LL,0.0000
4845780,33.88848,-98.51476,-1.000,3.0053,LL,0.0000
4845900,30.43444,-95.44337,-1.000,2.8250,LL,0.0000
4845950,32.71518,-96.03973,-1.000,3.0053,LL,0.0000
4846080,33.58451,-98.45628,-1.000,3.0053,LL,0.0000
4846170,31.81490,-103.38750,-0.333,0.8126,LL,0.0000
4846230,32.48653,-95.21004,-1.000,3.0053,LL,0.0000
4846260,32.01273,-100.00052,-1.000,3.0053,LL,0.0000
4846320,31.43539,-94.45256,-1.000,3.0053,LL,0.0000
4846350,33.33474,-96.07061,-1.000,3.0053,LL,0.0000
4846380,28.18520,-97.35447,-1.000,3.0053,LL,0.0000
4846440,30.77341,-94.42420,-1.000,2.6447,LL,0.0000
4846500,32.34497,-99.79930,-1.000,3.0053,LL,0.0000
4846530,33.02018,-96.53329,-1.000,3.0053,LL,0.0000
4846620,29.22148,-97.16000,-1.000,3.0053,LL,0.0000
4846650,29.02411,-97.52792,-1.000,3.0053,LL,0.0000
4846680,31.73310,-106.30682,0.333,0.0048,LL,0.0000
4846710,26.99698,-99.18260,-0.333,1.2815,LL,0.0000
4900030,40.28599,-111.86662,0.333,0.0048,LL,0.0000
4900060,38.35753,-113.23895,0.333,0.0048,LL,0.0000
4900090,41.62262,-113.06025,0.333,0.0048,LL,0.0000
4900120,41.73412,-111.74539,0.333,0.0048,LL,0.0000
4900142,40.58504,-111.71897,0.333,0.0048,LL,0.0000
4900150,39.67328,-110.58848,0.333,0.0048,LL,0.0000
4900210,40.95146,-112.16762,0.333,0.0048,LL,0.0000
4900240,40.28939,-110.42958,0.333,0.0048,LL,0.0000
4900270,39.00902,-110.72110,0.333,0.0048,LL,0.0000
4900330,38.97433,-109.57345,0.333,0.0048,LL,0.0000
4900360,40.70303,-112.09343,0.333,0.0048,LL,0.0000
4900420,40.54404,-112.05262,0.333,0.0048,LL,0.0000
4900450,39.61905,-112.09431,0.333,0.0048,LL,0.0000
4900480,37.27509,-111.81533,0.333,0.0048,LL,0.0000
4900510,41.74026,-111.84176,0.333,0.0048,LL,0.0000
4900540,38.95674,-113.13309,0.333,0.0048,LL,0.0000
4900570,41.09103,-111.57788,0.333,0.0048,LL,0.0000
4900600,40.65126,-111.89560,0.333,0.0048,LL,0.0000
4900630,40.00909,-111.55958,0.333,0.0048,LL,0.0000
4900660,39.60830,-111.46431,0.333,0.0048,LL,0.0000
4900690,40.96053,-111.33263,0.333,0.0048,LL,0.0000
4900720,41.22839,-111.96815,0.333,0.0048,LL,0.0000
4900750,40.70665,-111.54357,0.333,0.0048,LL,0.0000
4900810,40.24531,-111.64506,0.333,0.0048,LL,0.0000
4900870,40.77854,-111.92987,0.333,0.0048,LL,0.0000
4900900,37.60263,-109.79157,0.333,0.0048,LL,0.0000
4900930,38.74682,-111.81193,0.333,0.0048,LL,0.0000
4900960,39.22663,-111.56902,0.333,0.0048,LL,0.0000
4900990,40.85720,-110.48532,0.333,0.0048,LL,0.0000
4901050,40.46775,-113.12398,0.333,0.0048,LL,0.0000
4901080,40.12589,-109.51775,0.333,0.0048,LL,0.0000
4901110,40.33488,-111.16157,0.333,0.0048,LL,0.0000
4901140,37.26253,-113.48780,0.333,0.0048,LL,0.0000
4901200,41.28179,-111.92100,0.333,0.0048,LL,0.0000
5100060,37.76594,-75.75781,1.000,0.5819,HH,0.0000
5100090,38.02418,-78.55351,1.000,0.5819,HH,0.0000
5100120,38.81925,-77.08367,1.000,0.5819,HH,0.0000
5100152,37.78790,-80.00867,1.000,0.5819,HH,0.0000
5100180,37.33193,-77.97746,1.000,0.5819,HH,0.0000
5100210,37.62930,-79.15476,1.000,0.5819,HH,0.0000
5100240,37.37073,-78.81094,1.000,0.5819,HH,0.0000
5100270,38.87834,-77.10070,1.000,0.5819,HH,0.0000
5100300,38.17259,-79.14097,1.000,0.5819,HH,0.0000
5100330,38.06837,-79.73120,1.000,0.5819,HH,0.0000
5100360,37.31226,-79.52722,1.000,0.5819,HH,0.0000
5100390,37.13061,-81.12585,1.000,0.5819,HH,0.0000
5100420,37.56548,-79.79755,1.000,0.5819,HH,0.0000
5100450,36.61695,-82.15756,1.000,0.5819,HH,0.0000
5100480,36.76420,-77.86148,1.000,0.5819,HH,0.0000
5100510,37.26812,-82.03815,1.000,0.5819,HH,0.0000
5100560,37.72934,-79.35813,1.000,0.5819,HH,0.0000
5100600,37.21015,-79.09543,1.000,0.5819,HH,0.0000
5100660,38.02803,-77.35374,1.000,0.5819,HH,0.0000
5100690,36.73196,-80.72783,1.000,0.5819,HH,0.0000
5100750,37.00904,-78.65857,1.000,0.5819,HH,0.0000
5100780,38.03766,-78.48538,1.000,0.5819,HH,0.0000
5100810,36.67938,-76.30179,1.000,0.5819,HH,0.0000
5100840,37.37843,-77.58585,1.000,0.5819,HH,0.0000
5100870,39.11531,-77.99075,1.000,0.5819,HH,0.0000
5100960,37.26168,-77.39680,1.000,0.5819,HH,0.0000
5101020,37.47360,-80.23105,1.000,0.5819,HH,0.0000
5101050,38.48593,-77.95648,1.000,0.5819,HH,0.0000
5101110,36.58333,-79.40807,1.000,0.5819,HH,0.0000
5101170,37.07350,-77.63549,1.000,0.5819,HH,0.0000
5101200,37.93639,-76.93375,1.000,0.5819,HH,0.0000
5101260,38.82952,-77.27325,1.000,0.5819,HH,0.0000
5101290,38.88472,-77.17560,1.000,0.5819,HH,0.0000
5101320,38.74410,-77.82150,1.000,0.5819,HH,0.0000
5101380,37.83058,-78.28349,1.000,0.5819,HH,0.0000
5101470,39.20366,-78.26383,1.000,0.5819,HH,0.0000
5101510,38.29927,-77.48666,1.000,0.5819,HH,0.0000
5101560,36.66564,-80.91431,1.000,0.5819,HH,0.0000
5101590,37.31807,-80.69832,1.000,0.5819,HH,0.0000
5101620,37.40354,-76.52351,1.000,0.5819,HH,0.0000
5101650,37.71881,-77.91763,1.000,0.5819,HH,0.0000
5101690,36.65223,-81.21532,1.000,0.5819,HH,0.0000
5101710,38.29798,-78.47016,1.000,0.5819,HH,0.0000
5101740,36.68034,-77.56028,1.000,0.5819,HH,0.0000
5101770,36.76646,-78.93961,1.000,0.5819,HH,0.0000
5101800,37.04796,-76.29729,1.000,0.5819,HH,0.0000
5101830,37.76021,-77.49132,1.000,0.5819,HH,0.0000
5101860,38.43625,-78.87330,1.000,0.5819,HH,0.0000
5101890,37.43752,-77.30033,1.000,0.5819,HH,0.0000
5101920,36.62061,-79.98066,1.000,0.5819,HH,0.0000
5101980,37.29101,-77.29894,1.000,0.5819,HH,0.0000
5102070,37.71777,-76.90558,1.000,0.5819,HH,0.0000
5102100,38.27718,-77.16264,1.000,0.5819,HH,0.0000
5102160,37.70484,-76.41266,1.000,0.5819,HH,0.0000
5102220,37.78233,-79.44432,1.000,0.5819,HH,0.0000
5102250,39.08120,-77.63890,1.000,0.5819,HH,0.0000
5102280,37.97270,-77.95979,1.000,0.5819,HH,0.0000
5102310,36.94555,-78.24053,1.000,0.5819,HH,0.0000
5102340,37.39902,-79.19546,1.000,0.5819,HH,0.0000
5102370,38.41206,-78.27696,1.000,0.5819,HH,0.0000
5102390,38.76940,-77.44232,1.000,0.5819,HH,0.0000
5102400,36.68353,-79.86365,1.000,0.5819,HH,0.0000
5102430,37.42535,-76.26881,1.000,0.5819,HH,0.0000
5102460,36.68726,-78.36896,1.000,0.5819,HH,0.0000
5102490,37.60884,-76.52011,1.000,0.5819,HH,0.0000
5102580,37.78908,-78.88344,1.000,0.5819,HH,0.0000
5102610,37.51016,-76.99933,1.000,0.5819,HH,0.0000
5102640,37.07614,-76.52198,1.000,0.5819,HH,0.0000
5102670,36.92301,-76.24464,1.000,0.5819,HH,0.0000
5102730,37.85697,-76.37969,1.000,0.5819,HH,0.0000
5102790,37.14117,-78.05387,1.000,0.5819,HH,0.0000
5102820,38.24933,-78.01109,1.000,0.5819,HH,0.0000
5102850,38.62321,-78.49187,1.000,0.5819,HH,0.0000
5102880,36.66714,-80.28641,1.000,0.5819,HH,0.0000
5102910,37.20473,-77.39237,1.000,0.5819,HH,0.0000
5102940,36.82172,-79.39850,1.000,0.5819,HH,0.0000
5102980,37.12836,-76.30353,1.000,0.5819,HH,0.0000
5103000,36.85934,-76.35697,1.000,0.5819,HH,0.0000
5103030,37.54940,-77.91286,1.000,0.5819,HH,0.0000
5103060,37.22488,-78.43296,1.000,0.5819,HH,0.0000
5103090,37.18733,-77.22099,1.000,0.5819,HH,0.0000
5103130,38.71266,-77.48271,1.000,0.5819,HH,0.0000
5103150,37.06339,-80.71344,1.000,0.5819,HH,0.0000
